Unnamed: 0_level_0,[115],[21113],[22111],[2319],[2417],[2515],[2613],[2711],[31112],[3121110],[312218],[312316],[312414],[312512],[3126],[3219],[322117],[322215],[322313],[322411],[3316],[332114],[332212],[3323],[3413],[342111],[35],[41111],[412119],[412217],[412315],[412413],[412511],[413118],[41312116],[41312214],[41312312],[413124],[413215],[41322113],[41322211],[413312],[413321],[4217],[422115],[422213],[422311],[423114],[42312112],[423122],[423211],[4313],[432111],[4331],[51110],[512118],[512216],[512314],[512412],[5125],[513117],[51312115],[51312213],[51312311],[513214],[51322112],[513222],[513311],[514116],[51412114],[51412212],[514123],[51413113],[5141312111],[514132],[514212],[514221],[5215],[522113],[522211],[523112],[523121],[524111],[53],[6119],[612117],[612215],[612313],[612411],[613116],[61312114],[61312212],[613123],[613213],[61322111],[6133],[614115],[61412113],[61412211],[61413112],[61413121],[614211],[615114],[61512112],[615122],[61513111],[615141],[6213],[622111],[6231],[7118],[712116],[712214],[712312],[7124],[713115],[71312113],[71312211],[713212],[713221],[714114],[71412112],[714122],[71413111],[7142],[715113],[71512111],[715131],[716112],[716121],[7211],[8117],[812115],[812213],[812311],[813114],[81312112],[813122],[813211],[814113],[81412111],[814131],[815112],[815121],[816111],[8171],[9116],[912114],[912212],[9123],[913113],[91312111],[9132],[914112],[914121],[915111],[9161],[10115],[1012113],[1012211],[1013112],[1013121],[1014111],[10151],[11114],[1112112],[11122],[1113111],[11141],[12113],[1212111],[12131],[13112],[13121],[14111],[151]
s[81312112],100100,17160,220,-656,-108,-40,-20,0,7370,-90,-134,22,-6,-10,10,-148,-6,16,-2,-12,-25,-3,-5,1,-10,0,5,2420,-112,12,8,4,0,-34,26,6,2,-2,-4,2,0,-1,5,28,8,4,0,-2,2,-2,4,-4,0,2,450,-70,10,-6,2,10,-15,5,1,-3,-3,-1,1,0,10,-2,2,-2,1,1,1,-2,-2,0,0,0,0,0,0,0,-8,-6,-4,-2,0,-5,-3,-1,1,-2,0,1,-4,-2,0,-1,1,0,-3,-1,1,0,1,-2,0,1,-28,10,-4,2,4,-1,1,-1,-1,1,-2,0,-2,1,0,2,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-3,1,1,2,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0
s[813114],44550,5940,-990,-648,-66,60,90,0,4455,135,-21,27,15,15,-45,324,72,12,0,-12,0,0,0,0,0,0,0,990,-216,-46,-12,6,0,21,9,-7,-3,-3,-12,0,-4,0,0,-34,-4,-6,0,-1,-1,3,-4,6,0,-3,225,-55,5,-3,9,-15,15,5,-1,-3,-6,2,2,0,-5,-1,-1,3,1,-1,-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19,11,-3,3,-3,-4,2,0,2,2,3,1,3,0,1,1,1,1,0,0,2,-6,4,-2,0,-3,1,1,0,2,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0
s[812311],42042,6006,-462,-210,154,54,-14,14,3234,-294,-126,18,-14,-6,-14,-42,-42,-6,-6,-2,30,12,6,-12,21,3,-15,1386,-42,42,22,-6,6,42,6,-6,-2,-6,12,0,0,0,-6,70,10,-2,2,-2,-2,-2,-2,-2,2,-2,252,-84,8,0,4,4,-21,-9,-1,3,3,3,-1,0,6,-2,2,2,-3,1,-3,0,0,-13,1,3,-1,1,1,-3,42,-14,6,-2,2,0,-2,0,-2,3,1,-3,4,0,0,-2,0,2,-3,1,1,0,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,1,1,-1,0,0,0,0,0,1,-1,1,0,0,0,0
s[812213],43120,4928,-1232,-448,112,0,-80,0,4312,-112,-56,56,-8,0,40,280,14,4,2,16,1,-13,1,11,-8,-4,10,1232,-224,0,16,-16,0,56,4,0,4,8,-4,-2,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,280,-112,8,-8,-8,0,7,-7,-1,1,-5,-1,-1,1,-8,-4,0,-4,1,-1,1,0,0,-10,-2,-2,2,-2,2,0,56,-14,12,-2,0,11,1,3,1,2,-2,2,4,2,0,1,-1,0,1,1,-3,1,-1,4,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0
s[812115],19305,1287,-1023,-225,153,55,-15,15,2673,27,-15,27,-15,-5,-15,405,27,-15,-9,-3,27,-9,3,-9,0,0,0,363,-267,-29,13,-5,5,27,-15,-5,1,-5,-3,3,1,3,3,-71,-9,1,-1,1,3,1,1,3,-3,3,195,-43,27,5,3,5,48,2,0,2,0,2,0,-3,-7,3,1,3,2,0,2,-1,1,10,2,2,-2,2,-2,0,27,-15,7,-3,3,9,-3,1,-3,0,0,0,-5,1,-1,1,1,-1,2,0,2,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
s[8117],3432,0,-264,0,72,0,-40,0,660,0,-12,0,-12,0,20,156,0,-12,0,12,30,0,6,0,12,0,-6,0,-96,0,16,0,0,0,-12,0,4,0,0,0,0,0,-6,-40,0,8,0,-4,0,-4,-4,0,0,0,72,0,16,0,-8,0,30,0,-2,0,6,0,-2,0,0,4,0,-4,0,-2,0,0,0,12,0,-4,0,0,0,2,0,-12,0,-4,0,0,-6,0,2,0,0,0,-8,0,0,-2,0,0,0,-2,0,0,2,-4,0,2,2,0,2,0,2,2,0,2,2,0,0,2,0,0,2,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
s[7211],5005,1573,517,157,45,5,5,-35,253,133,37,13,-3,5,5,91,7,7,-5,3,-17,7,-5,-5,10,-2,10,-143,1,1,1,1,-15,49,1,1,1,1,-11,1,1,1,1,41,1,1,-7,-7,1,1,-1,-3,-3,-3,-155,-27,-3,-3,5,5,13,3,-3,3,1,-3,-3,-2,17,1,1,1,-1,1,-1,1,1,10,-2,2,-2,-2,2,0,-77,-21,-1,-1,-5,-5,3,-1,-1,4,0,4,1,1,-3,1,1,-1,3,-1,-1,0,1,2,-2,2,-21,-9,-1,3,3,-6,0,2,0,0,-3,1,1,0,-1,-1,1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[716121],25025,6435,1705,419,113,35,25,35,605,285,49,17,5,5,25,188,-6,4,2,-4,-40,0,4,-4,2,6,-10,-605,-43,-13,-3,3,5,91,-1,-1,3,3,-14,-4,2,-2,2,57,3,1,3,-3,-3,1,0,3,-3,3,-450,-70,-10,-6,-2,10,15,5,-1,-3,3,-1,-1,0,10,2,2,2,1,-1,1,2,-2,0,0,0,0,0,0,0,-148,-34,-4,-2,-4,-10,2,2,-2,2,2,-4,-6,0,2,0,0,0,-3,1,1,0,-1,-2,2,-2,-7,-5,-3,-1,1,-4,-2,0,-1,1,-3,-1,1,0,1,-2,0,1,-1,1,0,15,5,-1,-3,3,-1,-1,0,1,-1,1,0,0,0,1,5,3,1,-1,2,0,-1,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[716112],27027,6435,1419,171,-45,-61,-21,-21,891,351,27,-9,-21,-1,-21,243,-9,3,-9,3,-27,9,-3,9,0,0,0,-561,15,-1,-1,-1,-1,111,-9,-1,-1,-1,-9,3,-1,-3,-3,71,-9,-1,-1,-1,3,-1,-1,3,3,3,-483,-35,9,1,5,-11,21,1,-3,1,3,1,3,3,19,-5,-1,-1,1,1,1,1,1,7,-5,-1,1,1,-1,-3,-189,-21,11,3,3,-9,3,-1,3,0,0,0,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,0,0,0,-35,-5,5,3,-3,-5,1,-1,-2,-2,-1,1,-1,-1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
s[715131],45045,9867,2233,543,141,35,-15,-105,297,117,49,21,9,5,-15,27,15,7,3,3,9,3,1,3,0,0,0,-847,-161,-35,-5,-7,-25,-7,1,1,1,-7,5,1,1,-1,1,-7,7,-3,-5,5,1,-3,-1,-3,3,-3,-370,-78,-22,-2,6,10,-13,-3,-1,1,2,0,2,-1,-12,4,0,0,3,1,0,-2,2,-10,2,-2,2,2,-2,0,-27,-15,-7,-3,-3,-9,-3,-1,-3,0,0,0,-5,-1,-1,1,-1,1,-2,0,-2,1,0,0,0,0,56,4,0,4,8,-4,-2,0,-1,1,0,0,0,0,0,1,-1,1,1,-1,0,35,5,-1,1,-1,-1,-1,-1,-1,1,-1,0,0,1,0,9,3,1,3,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[71512111],108108,20592,3300,288,-36,16,-12,0,1782,324,-42,-36,6,4,6,162,-36,-18,0,-6,-27,-9,-3,-9,0,0,0,-1320,-48,-8,8,-8,0,84,-6,4,2,4,-6,0,-2,3,-3,20,0,-4,0,2,0,2,2,0,0,0,-852,-28,0,8,4,-4,27,-1,3,-1,-3,-1,-3,3,-10,2,2,-2,-1,-1,-1,0,0,-12,2,0,-3,-1,0,3,-216,6,4,-6,0,9,3,1,3,0,0,0,-4,-2,0,-1,1,0,-1,1,-1,-1,1,0,0,0,7,5,3,1,-1,4,2,0,1,-1,3,1,-1,0,-1,2,0,-1,1,-1,0,20,0,-4,0,2,0,2,2,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-4,-2,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s[715113],61425,9945,705,-423,-255,-55,-15,105,2025,405,-15,-27,9,5,-15,243,9,3,9,3,27,9,3,9,0,0,0,-615,57,1,1,-7,25,57,-15,1,1,-7,9,3,1,-3,3,29,-11,-3,5,5,1,-3,-1,-3,-3,-3,-525,35,15,7,-5,-5,0,-10,0,-2,3,-1,3,-3,5,-3,1,1,2,0,-1,-1,-1,0,0,0,0,0,0,0,-189,21,11,-3,3,-9,-3,-1,-3,0,0,0,1,-1,1,1,-1,-1,1,1,1,1,1,0,0,0,-35,5,5,-3,-3,-5,-1,-1,-2,2,1,1,1,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
s[7142],25025,5005,1045,273,57,5,45,105,-55,-35,37,9,-15,5,45,-70,28,10,-12,-6,32,10,-8,-6,8,-8,20,-385,-121,-21,3,7,15,-49,-1,3,3,7,8,2,0,2,-4,-19,1,1,5,5,1,1,2,3,3,3,-75,-35,-15,-7,-3,5,-15,-5,-3,-1,0,-2,0,-3,-5,-1,-1,3,1,-1,-2,1,1,0,0,0,0,0,0,0,42,0,2,0,-6,-6,0,2,0,0,0,6,0,-2,0,0,-2,2,2,0,2,-1,0,0,0,0,42,0,2,0,-6,-6,0,2,0,0,0,-2,0,0,2,2,0,-1,0,0,0,21,1,1,-3,-3,1,1,0,-1,-1,-1,1,1,0,0,5,1,1,-3,-1,1,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[71413111],135135,21879,2739,387,-9,-65,-21,-21,891,-351,27,9,-21,1,-21,-405,27,15,-9,3,27,9,3,9,0,0,0,-759,-231,-35,5,1,1,-111,-9,1,-1,1,-3,-3,1,-3,3,-37,3,-1,-1,-1,-3,-1,-1,-3,-3,-3,-210,14,-6,2,6,-10,21,-1,-3,-1,0,2,0,-3,-4,4,0,0,-1,1,2,-2,-2,-5,-1,-1,1,-1,1,0,27,15,7,3,3,9,3,1,3,0,0,0,5,1,1,-1,1,-1,2,0,2,-1,0,0,0,0,70,-10,2,2,-2,-5,-1,-1,1,-1,4,0,0,1,-2,0,0,0,-1,1,0,35,-5,-1,-1,-1,1,-1,-1,1,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-5,-1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s[714122],112112,16016,1232,112,112,144,80,112,1232,-448,-112,-32,16,0,80,-280,-28,-16,4,-8,8,-4,8,4,-10,2,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-168,56,-8,-8,-8,24,42,2,-2,-2,0,2,4,3,0,0,0,0,0,0,0,0,0,2,-4,2,2,2,0,-3,-56,28,0,-4,-8,16,4,0,-4,-2,-2,-2,0,0,0,0,0,0,4,-2,0,1,0,2,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,2,2,-2,-1,-1,-1,0,0,0,1,-6,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
s[71412112],184275,22815,-45,-729,-237,15,-45,-105,4455,-135,-21,-27,15,-15,-45,-162,36,-6,0,6,0,0,0,0,0,0,0,-45,27,43,27,3,-5,-21,9,7,-3,3,-6,0,-2,0,0,-13,7,3,-1,-1,1,3,2,3,3,3,-450,70,-10,6,-2,-10,15,-5,-1,3,3,1,-1,0,-10,2,-2,2,-1,-1,-1,2,2,0,0,0,0,0,0,0,-162,36,-6,0,6,0,0,0,0,0,0,0,-6,0,-2,0,0,2,3,1,-1,0,-1,0,0,0,-7,-5,-3,-1,1,-4,-2,0,-1,1,-3,-1,1,0,1,-2,0,1,-1,1,0,15,-5,-1,3,3,1,-1,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,-1,0,-1,0,0,0,0,0,0,0
s[714114],75075,6435,-1485,-717,-109,115,35,35,3795,315,51,3,35,-5,35,231,63,3,3,-1,15,9,-9,-15,15,-9,15,-165,-69,-29,-13,-5,-5,-21,-9,-5,-1,-5,-3,-3,1,-3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-225,55,-5,3,-9,15,-15,-5,1,3,6,-2,-2,0,5,1,1,-3,-1,1,2,-1,-1,0,0,0,0,0,0,0,-105,35,-5,-1,-1,-15,-1,1,-1,3,-1,3,5,1,1,-1,1,-1,0,0,0,0,0,-1,-1,-1,-21,9,-1,-3,3,-6,0,2,0,0,3,1,-1,0,-1,-1,-1,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0
s[713221],90090,11154,506,210,90,-30,-54,-126,594,-666,-22,30,18,6,-54,-432,-12,8,12,0,18,-6,2,-6,0,0,0,506,-70,-30,-30,-6,-6,-22,-10,-6,6,-6,8,-4,0,2,2,30,-10,-2,6,6,2,-2,0,6,6,6,160,64,16,0,0,0,34,4,-2,0,-2,-2,-2,-2,16,0,0,0,-2,0,-2,0,0,5,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-4,2,0,6,-1,-1,-1,2,2,2,0,-2,-1,2,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,3,-1,3,0,0,0,-1,-1,1,0,-5,1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
s[713212],122850,12870,-570,-198,-102,-130,30,210,2430,-540,78,36,-18,20,30,-405,27,15,-9,3,-27,-9,-3,-9,0,0,0,660,-84,16,-8,-4,20,-36,6,4,-2,-4,-3,-3,1,3,-3,14,-6,2,-2,2,0,2,-1,0,0,0,75,35,15,7,3,-5,15,5,3,1,0,2,0,3,5,1,1,-3,-1,1,2,-1,-1,0,0,0,0,0,0,0,-27,-15,-7,-3,-3,-9,-3,-1,-3,0,0,0,-5,-1,-1,1,-1,1,-2,0,-2,1,0,0,0,0,28,-10,4,-2,-4,1,-1,1,1,-1,2,0,2,-1,0,-2,0,1,1,-1,0,14,-6,2,-2,2,0,2,-1,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,-1,0,0,0,0,0,0,0,0
s[71312211],159250,13650,-1750,-70,210,50,10,-70,3850,-1050,-70,-10,-6,-10,10,-350,0,-10,-4,-6,40,6,-4,2,-2,-6,10,1750,70,70,-10,6,-10,70,10,-2,2,6,10,4,-2,4,-2,70,-10,-2,-2,-2,2,-2,-2,-6,-6,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-70,0,-10,4,2,-10,0,2,4,-4,0,2,-10,0,2,2,0,-2,0,0,0,0,0,-2,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,3,-1,-1,-2,0,1,1,1,0,-1,0,0,0,0,0,0,0,3,-1,-1,0,1,0,0,0,0,0,0,0
s[71312113],150150,8580,-3630,-552,62,-20,10,0,7095,-285,147,39,-1,-5,-5,120,48,0,0,8,-78,-6,6,6,-6,12,-15,990,-216,34,-12,6,0,21,9,1,-3,-3,-12,0,4,0,0,6,-4,2,0,3,-1,-1,0,-2,0,1,-75,-35,-15,-7,-3,5,-15,-5,-3,-1,0,-2,0,-3,-5,-1,-1,3,1,-1,-2,1,1,0,0,0,0,0,0,0,-48,20,-8,4,0,-6,2,-2,-2,0,2,-3,0,0,0,0,0,0,2,0,2,-1,0,-2,0,1,7,5,3,1,-1,4,2,0,1,-1,3,1,-1,0,-1,2,0,-1,1,-1,0,6,-4,2,0,3,-1,-1,0,-2,0,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,0,0,0,0
s[713115],51975,495,-2145,-153,183,95,15,-105,4455,135,63,-9,-9,-25,15,405,27,-15,-9,-3,-27,9,-3,9,0,0,0,-165,-309,-29,-13,11,-5,-21,-9,-5,-1,11,-3,3,1,-3,-3,-41,-1,-1,7,7,-1,-1,1,3,3,3,75,35,15,7,3,-5,15,5,3,1,0,2,0,3,5,1,1,-3,-1,1,2,-1,-1,0,0,0,0,0,0,0,-27,15,-7,3,-3,-9,3,-1,3,0,0,0,5,-1,1,-1,-1,1,-2,0,-2,1,0,0,0,0,-7,5,-3,1,1,-4,2,0,-1,-1,3,-1,-1,0,1,-2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
s[7124],34398,1638,-714,126,126,6,54,126,1134,-378,-42,-18,-18,6,54,0,0,0,0,0,54,18,6,18,0,0,0,714,42,42,-6,-6,-6,42,-6,-6,-6,-6,0,0,0,-6,6,42,2,2,-6,-6,2,2,0,6,6,6,-42,-42,6,6,6,6,-21,-3,3,-3,0,0,0,-6,-6,2,2,-6,-3,-1,0,2,2,-7,3,1,-1,-3,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,-1,1,1,-1,1,1,-1,0,0,0,0,0,0,0
s[712312],70070,2002,-2002,154,182,-110,-50,-70,3542,-518,14,10,-10,10,-50,140,-14,-4,10,-4,32,4,-4,-8,5,-5,5,1078,-70,70,-6,6,10,70,-10,-2,6,6,-2,-4,-2,-2,2,42,-2,2,6,-6,-2,2,0,2,-2,2,-70,-98,-2,-6,2,-10,-28,-8,4,0,5,1,1,2,-12,0,0,4,0,0,3,2,-2,-10,2,-2,2,2,-2,0,28,14,4,-2,-4,10,2,-2,-2,1,-1,1,6,0,-2,0,0,0,3,-1,-1,0,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0
s[712214],51975,-495,-2145,153,183,-95,15,105,4455,-135,63,9,-9,25,15,405,-27,-15,9,-3,-27,-9,-3,-9,0,0,0,165,-309,29,-13,-11,-5,21,-9,5,-1,-11,3,3,-1,3,-3,-41,1,-1,-7,7,1,-1,1,-3,3,-3,75,-35,15,-7,3,5,15,-5,3,-1,0,-2,0,3,-5,1,-1,-3,1,1,-2,-1,1,0,0,0,0,0,0,0,27,15,7,3,3,9,3,1,3,0,0,0,5,1,1,-1,1,-1,2,0,2,-1,0,0,0,0,-7,-5,-3,-1,1,-4,-2,0,-1,1,-3,-1,1,0,1,-2,0,1,-1,1,0,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0
s[712116],19305,-1287,-1023,225,153,-55,-15,-15,2673,-27,-15,-27,-15,5,-15,405,-27,-15,9,-3,27,9,3,9,0,0,0,-363,-267,29,13,5,5,-27,-15,5,1,5,3,3,-1,-3,3,-71,9,1,1,1,-3,1,1,-3,-3,-3,195,43,27,-5,3,-5,48,-2,0,-2,0,-2,0,-3,7,3,-1,3,-2,0,-2,-1,-1,10,-2,2,-2,-2,2,0,-27,-15,-7,-3,-3,-9,-3,-1,-3,0,0,0,-5,-1,-1,1,-1,1,-2,0,-2,1,0,0,0,0,-1,1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
s[7118],3003,-429,-165,99,27,-45,-5,35,627,-33,-21,-9,3,15,-5,141,-15,-3,9,-3,33,3,-3,-9,6,-6,6,-165,-69,27,11,-5,-5,-21,-9,3,-1,-5,-3,-3,-3,-3,3,-29,11,3,-5,-5,-1,3,1,3,3,3,93,21,5,-11,-3,5,27,-3,-1,1,6,0,2,3,5,1,-3,1,-1,1,2,1,1,8,-4,0,2,2,0,-2,-27,-15,-3,1,5,-9,-3,3,1,0,0,0,-7,1,1,-1,1,1,-2,0,2,1,-2,-2,2,-2,7,5,3,1,-1,4,2,0,1,-1,3,1,-1,0,-1,2,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
s[6231],21450,4290,990,222,66,10,-10,70,-330,60,6,12,6,-20,-10,111,-3,3,9,-9,-15,-3,9,-3,-6,6,30,-660,-84,-16,-8,4,20,36,6,-4,-2,4,3,-3,-1,-3,-3,14,6,2,2,2,0,2,-1,0,0,0,-225,-55,-5,-3,-9,-15,-15,5,1,-3,6,2,-2,0,-5,1,-1,-3,1,1,-2,-1,1,0,0,0,0,0,0,0,15,-15,-5,5,7,-15,-3,1,5,0,0,6,-5,1,-1,1,1,-1,0,0,0,0,0,2,-2,2,44,6,-4,-2,-4,-1,-3,-1,-1,-3,-2,0,-2,1,0,-1,1,-1,1,-1,2,14,6,2,2,2,0,2,-1,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[622111],50050,8580,1430,88,10,-20,30,0,-275,195,-55,7,-11,-5,-15,268,-54,8,-2,4,-53,3,-1,7,4,-12,-20,-1210,-8,-6,-4,14,0,113,-5,-3,-1,-7,-4,-2,0,5,1,34,-4,6,0,1,-1,-3,4,6,0,-3,-525,-35,15,-7,-5,5,0,10,0,2,3,1,3,-3,-5,-3,-1,1,-2,0,1,-1,1,0,0,0,0,0,0,0,-56,-14,4,6,0,-11,1,1,-3,-2,-2,-2,-4,2,0,-1,-1,0,-1,1,-1,-1,1,0,0,0,35,5,-5,-3,3,5,-1,1,2,2,1,-1,1,1,-1,0,0,0,0,0,0,6,4,2,0,3,1,-1,0,2,0,-1,1,-1,0,-1,-5,-3,-1,1,-2,0,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[6213],28028,4004,308,-196,-84,-44,36,-84,308,224,-28,8,-12,16,36,182,-28,14,-4,6,2,8,2,-16,-16,8,20,-616,56,0,0,8,-24,56,-16,0,0,8,8,2,0,-4,2,28,-12,4,-4,4,0,4,-2,0,0,0,-322,14,18,-6,6,6,-7,-1,-3,3,2,2,-6,2,4,-4,0,0,1,-1,-2,-2,-2,3,-1,3,3,-1,-1,3,-70,0,10,0,-6,-10,0,-2,0,-4,0,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
s[615141],30030,5148,1122,264,54,20,10,0,-957,-27,27,-3,3,5,-5,78,36,-6,0,6,33,-9,-3,3,-12,0,-30,-858,-168,-14,-4,-2,0,-15,15,1,-1,1,18,0,-2,-3,3,-2,4,2,0,7,1,-1,-2,6,0,-3,-105,-77,-13,-1,-1,-5,-42,-2,2,2,3,1,-1,3,-3,-3,1,1,0,0,3,3,-1,10,-2,2,-2,-2,2,0,120,-6,-4,-2,0,-21,-3,-1,1,0,0,-6,-4,-2,0,-1,1,0,5,-1,1,-1,1,4,0,-2,70,10,2,-2,-2,-5,1,-1,1,1,-4,0,0,-1,-2,0,0,0,1,1,0,14,4,2,0,-1,1,-1,2,-2,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
