Unnamed: 0_level_0,[114],[21112],[22110],[2318],[2416],[2514],[2612],[27],[31111],[312119],[312217],[312315],[312413],[312511],[3218],[322116],[322214],[322312],[3224],[3315],[332113],[332211],[3412],[3421],[41110],[412118],[412216],[412314],[412412],[4125],[413117],[41312115],[41312213],[41312311],[413214],[41322112],[413222],[413311],[4216],[422114],[422212],[4223],[423113],[42312111],[4232],[4312],[4321],[5119],[512117],[512215],[512313],[512411],[513116],[51312114],[51312212],[513123],[513213],[51322111],[5133],[514115],[51412113],[51412211],[51413112],[51413121],[514211],[5214],[522112],[5222],[523111],[5241],[6118],[612116],[612214],[612312],[6124],[613115],[61312113],[61312211],[613212],[613221],[614114],[61412112],[614122],[61413111],[6142],[615113],[61512111],[615131],[6212],[6221],[7117],[712115],[712213],[712311],[713114],[71312112],[713122],[713211],[714113],[71412111],[714131],[715112],[715121],[716111],[72],[8116],[812114],[812212],[8123],[813113],[81312111],[8132],[814112],[814121],[815111],[8161],[9115],[912113],[912211],[913112],[913121],[914111],[9151],[10114],[1012112],[10122],[1013111],[10141],[11113],[1112111],[11131],[12112],[12121],[13111],[141]
#,1,91,3003,45045,315315,945945,945945,135135,728,40040,720720,5045040,12612600,7567560,120120,3363360,25225200,50450400,12612600,4484480,44844800,67267200,22422400,22422400,6006,270270,3783780,18918900,28378350,5675670,1441440,30270240,151351200,151351200,50450400,302702400,151351200,134534400,3783780,56756700,170270100,56756700,151351200,454053600,151351200,113513400,113513400,48048,1729728,18162144,60540480,45405360,8072064,121080960,363242880,121080960,161441280,484323840,107627520,36324288,363242880,544864320,726485760,726485760,544864320,72648576,435891456,217945728,581188608,435891456,360360,10090080,75675600,151351200,37837800,40360320,403603200,605404800,403603200,403603200,151351200,908107200,454053600,1210809600,454053600,484323840,1452971520,968647680,605404800,605404800,2471040,51891840,259459200,259459200,172972800,1037836800,518918400,691891200,518918400,1556755200,1037836800,1245404160,1245404160,2075673600,889574400,15135120,227026800,681080400,227026800,605404800,1816214400,605404800,1362160800,1362160800,2179457280,1816214400,80720640,807206400,1210809600,1614412800,1614412800,2421619200,1937295360,363242880,2179457280,1089728640,2905943040,2179457280,1320883200,3962649600,2641766400,3632428800,3632428800,6706022400,6227020800
s[141],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
s[13111],13,11,9,7,5,3,1,-1,10,8,6,4,2,0,7,5,3,1,-1,4,2,0,1,-1,9,7,5,3,1,-1,6,4,2,0,3,1,-1,0,5,3,1,-1,2,0,-1,1,-1,8,6,4,2,0,5,3,1,-1,2,0,-1,4,2,0,1,-1,0,3,1,-1,0,-1,7,5,3,1,-1,4,2,0,1,-1,3,1,-1,0,-1,2,0,-1,1,-1,6,4,2,0,3,1,-1,0,2,0,-1,1,-1,0,-1,5,3,1,-1,2,0,-1,1,-1,0,-1,4,2,0,1,-1,0,-1,3,1,-1,0,-1,2,0,-1,1,-1,0,-1
s[12121],77,55,37,23,13,7,5,7,44,28,16,8,4,4,20,10,4,2,4,5,1,1,-1,1,35,21,11,5,3,5,14,6,2,2,2,0,2,-1,9,3,1,3,0,0,0,-1,1,27,15,7,3,3,9,3,1,3,0,0,0,5,1,1,-1,1,-1,2,0,2,-1,0,20,10,4,2,4,5,1,1,-1,1,2,0,2,-1,0,0,0,0,-1,1,14,6,2,2,2,0,2,-1,0,0,0,-1,1,-1,0,9,3,1,3,0,0,0,-1,1,-1,0,5,1,1,-1,1,-1,0,2,0,2,-1,0,0,0,0,-1,1,-1,0
s[12112],78,54,34,18,6,-2,-6,-6,45,27,13,3,-3,-5,21,9,1,-3,-3,6,0,-2,0,0,36,20,8,0,-4,-4,15,5,-1,-3,3,-1,-1,0,10,2,-2,-2,1,-1,1,0,0,28,14,4,-2,-4,10,2,-2,-2,1,-1,1,6,0,-2,0,0,0,3,-1,-1,0,1,21,9,1,-3,-3,6,0,-2,0,0,3,-1,-1,0,1,1,-1,1,0,0,15,5,-1,-3,3,-1,-1,0,1,-1,1,0,0,0,1,10,2,-2,-2,1,-1,1,0,0,0,1,6,0,-2,0,0,0,1,3,-1,-1,0,1,1,-1,1,0,0,0,1
s[11131],273,165,93,49,25,13,5,-7,111,57,27,13,7,1,30,12,6,4,-2,3,3,3,3,3,75,35,15,7,3,-5,15,5,3,1,0,2,0,3,5,1,1,-3,-1,1,2,-1,-1,48,20,8,4,0,6,2,2,-2,0,2,3,0,0,0,0,0,0,-2,0,-2,1,0,28,10,4,2,-4,1,1,1,1,1,-2,0,-2,1,0,-2,0,1,-1,-1,14,4,2,0,-1,1,-1,2,-2,0,1,-1,-1,0,0,5,1,1,-3,-1,1,2,-1,-1,0,0,0,0,0,0,0,0,0,-2,0,-2,1,0,-2,0,1,-1,-1,0,0
s[1112111],560,320,160,64,16,0,0,0,230,104,34,4,-2,0,62,14,-2,-2,-2,2,-4,-2,-4,-4,160,64,16,0,0,0,34,4,-2,0,-2,-2,-2,-2,16,0,0,0,-2,0,-2,0,0,105,35,5,-1,1,15,-1,-1,-1,-3,-1,-3,5,-1,1,-1,-1,1,0,0,0,0,0,64,16,0,0,0,4,-2,0,-2,-2,0,0,0,0,0,-1,1,-1,0,0,35,5,-1,1,-1,-1,-1,-1,-1,1,-1,0,0,1,0,16,0,0,0,-2,0,-2,0,0,1,0,5,-1,1,-1,-1,1,0,0,0,0,0,0,-1,1,-1,0,0,1,0
s[11113],286,154,66,14,-10,-14,-6,6,121,49,9,-7,-7,1,37,7,-3,-1,5,7,1,3,4,4,84,28,0,-8,-4,4,21,1,-3,1,3,1,3,3,10,-2,-2,2,1,1,1,0,0,56,14,-4,-6,0,11,-1,-1,3,2,2,2,4,-2,0,1,1,0,1,-1,1,1,-1,35,5,-5,-3,3,5,-1,1,2,2,1,-1,1,1,-1,0,0,0,0,0,20,0,-4,0,2,0,2,2,0,0,0,0,0,0,-1,10,-2,-2,2,1,1,1,0,0,0,-1,4,-2,0,1,1,0,-1,1,-1,1,1,-1,0,0,0,0,0,0,-1
s[10141],637,329,161,77,37,17,9,21,175,77,35,17,7,5,28,14,8,2,4,7,5,-1,4,-4,91,35,15,7,3,11,7,5,3,1,4,2,0,1,-3,1,1,5,3,1,0,3,3,42,14,6,2,2,0,2,0,2,3,-1,-3,-4,0,0,2,0,2,-3,-1,1,0,1,14,4,2,0,6,-1,1,-1,2,-2,-2,0,2,1,2,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-1,-1,3,1,-1,-2,1,1,0,0,-5,-1,-1,1,-1,1,0,-3,-1,1,0,1,-1,-1,-1,0,0,0,0
s[1013111],2002,946,386,130,34,2,-14,-14,550,190,50,10,-2,-10,70,10,2,-2,-2,-5,1,-1,1,1,314,90,18,2,-6,-6,20,0,0,-4,-4,0,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,162,36,6,0,-6,0,0,0,0,0,0,0,-6,0,-2,0,0,-2,-3,1,1,0,-1,70,10,2,-2,-2,-5,1,-1,1,1,-4,0,0,-1,-2,0,0,0,1,1,21,1,1,-3,-3,1,1,0,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,1,-1,1,1,-1,0,-3,1,1,0,-1,0,0,0,1,1,0,0
s[10122],1365,615,225,59,13,15,25,35,375,111,15,-1,7,15,42,-6,-6,2,10,-12,-6,0,-3,3,225,55,5,3,9,15,15,-5,-1,3,-6,-2,2,0,5,-1,1,3,-1,-1,2,1,-1,120,20,0,4,8,0,-4,0,4,-3,-1,3,0,0,0,0,0,0,0,0,0,0,0,56,4,0,4,8,-4,-2,0,-1,1,0,0,0,0,0,1,-1,1,1,-1,21,-1,1,3,-3,-1,1,0,1,-1,1,1,-1,0,0,5,-1,1,3,-1,-1,2,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,0,0
s[1012112],2079,891,279,27,-33,-21,-9,-21,594,162,6,-18,-6,-6,90,0,-6,0,-6,0,0,0,0,0,351,71,-9,-9,-1,-9,36,-4,0,0,0,2,0,0,11,-1,3,-1,2,2,2,3,3,189,21,-11,-3,-3,9,-3,1,-3,0,0,0,1,1,1,1,1,1,-1,1,-1,-1,1,90,0,-6,0,-6,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,35,-5,-1,-1,-1,1,-1,-1,1,1,1,0,0,-1,0,9,-3,1,-3,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,-1,1,-1,-1,1,0,0,0,0,0,-1,0
s[10114],715,275,55,-25,-29,-5,15,15,220,50,-8,-10,4,10,49,5,1,5,1,13,5,1,4,-4,125,13,-15,-7,5,5,20,-2,0,2,5,1,-3,-1,3,-5,-1,-1,0,-2,-3,-3,-3,70,0,-10,0,6,10,0,2,0,4,0,-2,0,-2,0,0,-2,-2,0,0,0,0,0,35,-5,-5,3,3,5,1,1,2,-2,-1,-1,-1,-1,-1,0,0,0,0,0,15,-5,-1,3,3,1,-1,0,-1,-1,-1,0,0,0,1,5,-3,1,1,2,0,-1,-1,-1,0,1,1,-1,1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,1
s[9151],1001,451,201,91,41,19,9,-21,176,76,36,16,8,4,26,16,6,4,2,11,1,3,-4,4,51,21,11,5,3,-11,6,6,2,2,6,0,2,-3,1,3,1,-5,4,0,-2,3,-3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-14,-4,-2,0,-6,1,-1,1,-2,2,2,0,-2,-1,-2,1,1,1,0,0,-14,-4,-2,0,1,-1,1,-2,2,0,-1,1,1,0,0,-9,-3,-1,-3,0,0,0,1,-1,1,0,-4,-2,0,-1,1,0,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
s[914111],4368,1728,608,192,48,0,0,0,738,216,62,12,-6,0,42,18,2,-6,-6,12,0,-4,0,0,288,64,16,0,0,0,-6,4,-2,0,6,-2,-2,0,-16,0,0,0,2,0,2,0,0,83,13,3,-3,3,-7,1,-3,-3,2,-2,2,-7,-1,1,-1,-1,-1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,-1,-1,3,3,-1,-1,0,1,1,1,-1,-1,0,0,-16,0,0,0,2,0,2,0,0,-1,0,-6,0,2,0,0,0,-1,0,0,0,0,0,1,1,1,0,0,0,0
s[913121],5733,2079,609,147,45,23,9,-21,945,189,21,9,9,5,0,-18,0,6,0,-18,0,6,0,0,441,63,5,3,1,-9,-21,-9,-1,3,-6,0,2,0,-15,-5,-3,-1,-3,1,0,-3,3,168,14,4,2,0,-15,-1,1,-1,0,2,-3,-4,-2,0,-1,1,0,3,-1,-1,0,1,42,0,2,0,-6,-6,0,2,0,0,0,-2,0,0,2,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,1,-1,-3,1,1,-2,-1,1,0,0,0,0,0,0,0,0,0,3,-1,-1,0,1,2,0,-1,0,0,0,0
s[913112],7007,2387,567,35,-49,-45,-25,35,1232,224,0,-16,-16,0,56,-4,0,-4,8,-4,2,0,-1,-1,567,63,-9,-9,-9,15,0,0,0,0,0,0,0,0,-9,3,-1,3,0,0,0,-1,-1,217,7,-3,-5,1,-8,4,0,4,1,1,1,-3,3,1,0,0,1,2,2,2,2,2,56,-4,0,-4,8,-4,2,0,-1,-1,0,0,0,0,0,1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,3,-1,3,0,0,0,-1,-1,1,0,-4,2,0,-1,-1,0,1,0,0,0,0,0,0,0,0,-1,-1,0,0
s[912211],6006,1914,366,-14,-10,26,14,-14,1056,132,-36,-8,8,-4,30,-30,-6,-2,-10,-15,-3,-3,3,-3,534,42,-10,10,6,-6,6,-6,2,-2,0,0,-4,3,10,6,2,-2,4,0,-2,2,-2,216,-6,-4,6,0,-9,-3,-1,-3,0,0,0,4,2,0,1,-1,0,1,-1,1,1,-1,70,-10,2,2,-2,-5,-1,-1,1,-1,4,0,0,1,-2,0,0,0,-1,1,14,-4,2,0,-1,-1,-1,2,2,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,0,0,0,-1,1,0,0
s[912113],4928,1408,128,-128,-64,0,0,0,968,112,-40,-8,8,0,104,4,8,4,8,14,4,2,-4,4,448,0,-32,0,0,0,28,0,4,0,4,0,4,-2,0,0,0,0,0,0,0,0,0,188,-22,-12,2,-4,8,2,0,2,-1,-1,-1,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,64,-16,0,0,0,4,2,0,-2,2,0,0,0,0,0,-1,-1,-1,0,0,14,-6,2,-2,2,0,2,-1,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,1,0
s[9115],1287,297,-33,-63,-9,25,15,-15,297,27,-15,3,9,-5,63,9,3,-3,-9,18,0,-6,0,0,117,-21,-19,3,5,-5,15,-3,-1,-3,3,-3,-1,0,-9,-7,-1,1,-3,-1,3,-3,3,57,-13,-3,7,1,12,2,0,-2,3,-1,3,-3,-1,1,0,2,1,2,2,2,2,2,21,-9,1,3,-3,6,0,-2,0,0,-3,-1,1,0,1,1,1,1,0,0,6,-4,2,0,3,-1,-1,0,-2,0,1,1,1,0,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
s[8161],1001,407,173,75,33,15,5,35,110,56,26,12,6,0,29,11,5,3,-3,2,2,2,2,2,-7,7,5,3,1,15,14,4,2,0,-1,1,-1,2,13,3,1,7,-2,0,1,-3,3,-34,-8,-2,0,-2,5,1,1,-3,-1,1,2,8,2,0,-1,-1,-2,6,2,-2,0,-2,-27,-9,-3,-1,5,0,0,0,0,0,3,1,3,0,1,3,1,0,2,2,-14,-6,-2,-2,-2,0,-2,1,0,0,0,1,-1,1,0,-5,-3,-1,1,-2,0,1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
s[815111],6006,2046,666,202,46,6,-14,-14,561,183,57,7,1,-9,57,21,-3,1,1,12,-6,0,-6,-6,36,20,8,0,-4,-4,15,5,-1,-3,3,-1,-1,0,10,2,-2,-2,1,-1,1,0,0,-84,-14,-4,2,-4,6,-2,2,2,-3,1,-3,6,0,-2,0,0,0,1,1,1,1,1,-71,-11,-3,1,1,4,-2,0,-2,-2,3,-1,-1,0,1,-1,-1,-1,-2,-2,-35,-5,1,-1,1,1,1,1,1,-1,1,0,0,-1,0,-10,-2,2,2,-1,1,-1,0,0,0,-1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
s[814121],12012,3564,916,228,60,28,36,84,990,162,34,6,6,10,-42,0,-2,0,6,6,0,-2,0,0,216,8,0,0,8,24,-36,-4,0,0,0,2,0,0,-20,-4,4,4,-2,2,-2,0,0,-8,-6,-4,-2,0,-5,-3,-1,1,-2,0,1,-4,-2,0,-1,1,0,-3,-1,1,0,1,-42,0,-2,0,6,6,0,-2,0,0,0,2,0,0,-2,-2,0,1,0,0,-21,1,-1,-3,3,1,-1,0,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,-2,0,0,0,1,3,1,-1,0,-1,0,0,0,0,0,0,0
s[814112],13650,3750,750,50,-70,-50,-10,-70,1275,195,15,-25,-13,-5,15,15,-9,-1,-1,15,-3,3,6,6,300,20,0,-8,4,-20,-15,5,-3,1,3,-1,3,3,-10,2,2,-2,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55,5,1,5,-7,5,-1,1,2,2,1,1,1,1,1,0,0,0,2,2,-35,5,1,1,1,-1,1,1,-1,-1,-1,0,0,1,0,-10,2,2,-2,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0
s[8132],7007,1925,427,105,39,-3,-45,-63,539,35,7,15,3,-21,-70,-10,10,6,-6,-4,8,4,8,8,175,-7,-5,-3,-9,-15,-35,-7,1,-3,-2,2,-2,4,-13,-7,-1,-3,-1,-1,2,3,-3,42,0,2,0,-6,-6,0,2,0,0,0,6,0,-2,0,0,-2,2,2,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,1,3,-1,-1,2,1,-1,0,0,5,-1,1,-1,-1,1,0,2,0,2,-1,0,0,0,0,0,0,0,0
s[81312111],23296,5632,768,0,0,0,0,0,2080,64,-48,0,0,0,-128,-32,0,0,0,-14,-2,-6,-8,-8,768,0,0,0,0,0,-48,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,176,-8,8,0,0,-10,4,2,0,2,-2,-4,8,0,0,2,0,0,6,2,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,4,-2,0,1,1,1,-2,-2,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-2,0,1,1,0,-1,0,0,0,0,0,-2,0,1,0,0,0,0
s[813113],15015,3135,75,-229,-97,-25,35,35,1650,84,-30,-4,2,20,57,21,9,5,-7,3,3,3,3,3,525,-35,-15,-7,5,5,0,10,0,2,-3,1,-3,3,-5,3,-1,-1,-2,0,1,1,1,120,-20,0,-4,8,0,4,0,-4,-3,1,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-14,6,-2,2,-2,0,-2,1,0,0,0,1,1,-1,0,-5,3,-1,-1,-2,0,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
s[8123],7644,1596,84,-28,44,44,36,84,714,-42,-42,2,2,14,-42,-24,-6,-4,14,3,3,3,12,12,336,0,8,8,0,16,0,0,-4,-4,6,0,2,3,20,4,-4,-4,2,-2,2,0,0,84,-14,4,2,4,-6,-2,-2,2,3,1,3,6,0,-2,0,0,0,-1,1,-1,-1,1,14,-4,2,0,6,-1,-1,-1,2,2,2,0,-2,-1,2,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,1,-1,1,-1,0,0,0,0
s[812212],14014,2618,-98,-182,14,10,-50,-70,1540,-28,-56,16,-4,-20,28,-10,4,-2,-4,1,-1,1,1,-1,602,-42,2,14,-6,-10,14,6,2,2,2,0,2,-1,18,6,2,6,0,0,0,-2,2,154,-42,2,-2,-6,-5,-3,-1,1,-2,0,1,2,-2,2,-1,1,-2,-6,-2,2,0,2,28,-10,4,-2,-4,1,-1,1,1,-1,2,0,2,-1,0,-2,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,-1,1,0,0,0,0,0,0,0,0,1,-1,0,0
s[812114],8085,1155,-315,-189,21,35,5,35,1155,21,-21,21,3,5,147,21,3,-3,3,12,-6,0,-6,-6,315,-91,-21,5,-5,5,21,-1,-3,-1,-3,-1,-3,0,-19,-5,-3,-5,-1,1,-1,3,-3,105,-35,5,1,1,15,1,-1,1,-3,1,-3,-5,-1,-1,1,-1,1,0,0,0,0,0,21,-9,5,-1,5,6,0,2,0,0,-1,1,-1,2,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
s[8116],1716,132,-132,-36,36,20,-20,-20,330,6,-6,6,-6,-10,78,6,-6,-6,6,15,-3,3,6,6,48,-48,-8,8,0,0,6,-6,-2,2,0,0,4,3,-20,-4,4,4,-2,2,-2,0,0,36,-8,8,4,-4,15,1,-1,1,3,1,0,-2,2,2,1,-1,0,6,2,-2,0,-2,6,-6,2,-2,-2,3,-3,-1,0,0,-4,0,0,-1,-2,1,-1,-2,-2,-2,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
s[72],429,165,69,29,13,5,5,-35,33,21,9,5,1,5,15,3,3,-1,7,-3,3,-3,6,-6,-15,1,1,1,1,-15,9,1,1,1,-3,1,1,3,9,1,1,-7,-3,1,3,-3,-3,-21,-5,-1,-1,3,3,1,-1,5,0,-2,-3,5,1,1,-1,1,-1,4,0,4,-2,0,-13,-5,-1,-1,-5,-1,1,-1,2,-2,1,1,-3,1,-1,2,0,-1,2,-2,-5,-3,-1,1,-2,0,2,1,-1,1,2,0,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[716111],4576,1408,448,128,32,0,0,0,220,112,28,8,-4,0,76,4,4,-4,-4,-14,4,-2,4,4,-128,0,0,0,0,0,40,0,0,0,-8,0,0,-2,32,0,0,0,-4,0,-4,0,0,-134,-22,-2,-2,2,10,2,-2,-2,1,-1,1,12,0,0,0,0,2,6,-2,-2,0,2,-64,-16,0,0,0,-4,2,0,2,2,0,0,0,0,0,1,-1,1,0,0,-16,-6,0,2,-4,0,0,-1,-2,0,-2,-1,-1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
s[715121],14014,3542,882,210,54,30,10,-70,385,119,21,3,9,15,49,-1,-3,3,9,-8,-4,0,-2,2,-252,-28,-8,0,-4,-20,21,-1,1,3,-3,-1,1,0,10,2,-2,-2,1,-1,1,0,0,-196,-28,-8,0,4,5,-1,1,3,-1,-1,2,-2,2,2,1,-1,0,-6,2,2,0,-2,-63,-9,-3,-5,-7,0,0,0,0,0,-3,-1,1,0,1,-3,1,0,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,-2,-2,1,-1,1,0,0,0,1,4,2,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
s[715112],15444,3564,684,36,-60,-36,-36,84,594,162,6,-18,-6,-6,90,0,-6,0,-6,0,0,0,0,0,-216,8,0,0,-8,24,36,-4,0,0,0,2,0,0,20,-4,-4,4,2,2,2,0,0,-216,-6,4,6,0,9,-3,1,-3,0,0,0,4,-2,0,1,1,0,-1,-1,-1,-1,-1,-90,0,6,0,6,0,0,0,0,0,0,-2,0,0,-2,0,0,0,0,0,-19,1,5,1,-1,1,-1,-1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
s[714131],16016,3520,736,192,48,0,0,0,242,-8,22,12,-6,0,-70,10,10,-6,-6,14,10,-2,8,-8,-160,-64,-16,0,0,0,-34,-4,2,0,2,2,2,2,-16,0,0,0,2,0,2,0,0,-69,-15,-9,-3,3,-3,-3,-3,-3,0,0,-6,-5,1,-1,1,1,-1,-4,0,-4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,-1,1,3,-3,-1,1,0,1,-1,1,1,-1,0,0,16,0,0,0,-2,0,-2,0,0,1,0,5,1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
s[71412111],42042,7854,966,42,-30,22,14,-14,1155,-21,-21,-21,3,-5,-105,-3,-9,-3,-9,3,-3,3,-6,6,-84,-28,0,8,4,-4,-21,-1,3,-1,-3,-1,-3,-3,-10,2,2,-2,-1,-1,-1,0,0,-168,14,-4,2,0,15,-1,-1,-1,0,2,3,-4,2,0,-1,-1,0,-3,-1,1,0,1,-63,15,1,-1,1,9,3,1,0,0,-1,1,-1,-1,1,2,0,-1,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-2,-2,2,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,-3,-1,1,0,1,0,0,0,0,0,0,0
s[714113],24960,3840,0,-256,-128,0,0,0,1200,96,0,-16,16,0,48,24,0,8,16,12,6,0,12,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-120,20,0,4,-8,0,-4,0,4,3,-1,-3,0,0,0,0,0,0,0,0,0,0,0,-64,16,0,0,0,-4,-2,0,2,-2,0,0,0,0,0,1,1,1,0,0,-16,4,0,-4,-4,-2,0,-1,0,0,0,-1,-1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
s[713211],27027,4455,387,63,3,-57,-45,63,594,-162,6,18,-6,6,-180,0,12,0,12,0,0,0,0,0,135,-49,-9,-9,-9,15,-36,-4,0,0,0,-4,0,0,-1,-5,-1,3,2,-2,-4,3,3,27,15,7,3,3,9,3,1,3,0,0,0,5,1,1,-1,1,-1,2,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-4,2,0,-1,-1,-1,2,2,0,-1,-1,1,0,0,9,-3,1,-3,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,-2,0,-2,1,0,0,0,0,0,0,0,0
s[713122],28028,4004,84,28,76,52,36,-84,770,-238,-42,-2,10,10,-154,-16,-6,4,-2,11,-1,3,-4,-4,336,0,8,-8,0,-16,0,0,-4,4,6,0,2,3,20,-4,-4,4,2,2,2,0,0,28,14,4,-2,-4,10,2,-2,-2,1,-1,1,6,0,-2,0,0,0,3,-1,-1,0,1,-14,4,-2,0,-6,1,1,1,-2,-2,-2,0,2,1,-2,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,2,0,-1,-1,0,1,-3,1,1,0,-1,0,0,0,0,0,0,0
s[71312112],47775,5775,-525,-245,-25,-25,-5,35,2100,-210,0,10,-4,-10,-105,15,3,-5,-1,-15,-3,-3,-6,6,525,-35,25,1,5,5,0,10,4,-2,-3,1,1,3,15,-1,3,-5,0,2,3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35,5,-7,1,5,-5,-1,-1,-2,2,-5,-1,-1,1,1,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-3,1,1,2,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0
s[713114],21450,1650,-750,-230,10,50,50,-70,1650,30,30,10,10,-10,120,30,0,-2,-8,-15,3,-3,3,3,150,-90,-10,-10,6,-10,0,0,-4,-4,-6,0,2,-3,-10,-2,-2,6,2,-2,-4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,10,-4,2,-4,-5,1,-1,1,1,2,0,2,-1,0,0,0,0,-1,-1,-5,5,-1,1,-2,2,2,1,3,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0
