Unnamed: 0_level_0,[117],[21115],[22113],[23111],[2419],[2517],[2615],[2713],[2811],[31114],[3121112],[3122110],[312318],[312416],[312514],[312612],[3127],[32111],[322119],[322217],[322315],[322413],[322511],[3318],[332116],[332214],[332312],[3324],[3415],[342113],[342211],[3512],[3521],[41113],[4121111],[412219],[412317],[412415],[412513],[412611],[4131110],[41312118],[41312216],[41312314],[41312412],[413125],[413217],[41322115],[41322213],[41322311],[413314],[41332112],[413322],[413411],[4219],[422117],[422215],[422313],[422411],[423116],[42312114],[42312212],[423123],[423213],[42322111],[4233],[4315],[432113],[432211],[433112],[433121],[4411],[51112],[5121110],[512218],[512316],[512414],[512512],[5126],[513119],[51312117],[51312215],[51312313],[51312411],[513216],[51322114],[51322212],[513223],[513313],[51332111],[5134],[514118],[51412116],[51412214],[51412312],[514124],[51413115],[5141312113],[5141312211],[51413212],[51413221],[514214],[51422112],[514222],[51423111],[5143],[5217],[522115],[522213],[522311],[523114],[52312112],[523122],[523211],[524113],[52412111],[524131],[5312],[5321],[61111],[612119],[612217],[612315],[612413],[612511],[613118],[61312116],[61312214],[61312312],[613124],[613215],[61322113],[61322211],[613312],[613321],[614117],[61412115],[61412213],[61412311],[61413114],[6141312112],[61413122],[61413211],[614213],[61422111],[614231],[615116],[61512114],[61512212],[615123],[61513113],[6151312111],[615132],[61514112],[61514121],[615211],[6215],[622113],[622211],[623112],[623121],[624111],[6251],[71110],[712118],[712216],[712314],[712412],[7125],[713117],[71312115],[71312213],[71312311],[713214],[71322112],[713222],[713311],[714116],[71412114],[71412212],[714123],[71413113],[7141312111],[714132],[714212],[714221],[715115],[71512113],[71512211],[71513112],[71513121],[71514111],[7152],[716114],[71612112],[716122],[71613111],[716141],[7213],[722111],[7231],[8119],[812117],[812215],[812313],[812411],[813116],[81312114],[81312212],[813123],[813213],[81322111],[8133],[814115],[81412113],[81412211],[81413112],[81413121],[814211],[815114],[81512112],[815122],[81513111],[815141],[816113],[81612111],[816131],[817112],[817121],[8211],[9118],[912116],[912214],[912312],[9124],[913115],[91312113],[91312211],[913212],[913221],[914114],[91412112],[914122],[91413111],[9142],[915113],[91512111],[915131],[916112],[916121],[917111],[9181],[10117],[1012115],[1012213],[1012311],[1013114],[101312112],[1013122],[1013211],[1014113],[101412111],[1014131],[1015112],[1015121],[1016111],[10171],[11116],[1112114],[1112212],[11123],[1113113],[111312111],[11132],[1114112],[1114121],[1115111],[11161],[12115],[1212113],[1212211],[1213112],[1213121],[1214111],[12151],[13114],[1312112],[13122],[1313111],[13141],[14113],[1412111],[14131],[15112],[15121],[16111],[171]
s[817112],123760,33670,8788,1858,184,-130,-100,-70,0,6643,2287,463,43,-53,-25,-25,35,1198,118,22,-26,-2,-10,-62,28,-14,4,-14,28,-8,4,10,10,-1508,142,40,2,-12,-10,0,517,13,1,-7,-3,5,-50,10,-2,2,4,-2,4,4,376,-2,-4,-6,0,-29,7,-1,3,-2,-2,-2,-12,6,0,-3,-3,0,-2135,-245,-7,3,9,-5,25,133,7,-7,3,-3,-2,-2,2,-6,-2,-2,-2,147,-3,-5,-3,3,-3,3,1,0,0,1,3,1,1,3,70,-10,-2,-2,-2,2,-2,-2,2,2,2,0,0,-1112,-176,8,8,8,0,-20,10,-4,2,-4,10,-2,2,4,4,20,0,-4,0,2,0,2,2,0,0,0,18,-6,-2,-2,0,0,0,0,0,-2,8,-4,0,2,2,0,-2,-350,-70,10,10,2,10,-35,5,1,1,1,-1,1,1,-10,2,-2,2,-1,-1,-1,-2,-2,0,0,0,0,0,0,0,1,-1,1,1,-1,0,0,0,-56,-14,4,6,0,-11,1,1,-3,-2,-2,-2,-4,2,0,-1,-1,0,-1,1,-1,-1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[816131],272272,68068,17160,4356,1152,324,56,-28,112,8008,2332,600,180,72,12,-40,-28,649,91,33,27,9,-21,-41,1,15,9,-9,-2,10,6,10,10,-3432,-528,-120,-24,-8,0,40,168,0,0,0,-8,0,-21,-3,3,-3,-3,3,-3,6,120,20,0,4,8,0,-4,0,4,-3,-1,3,0,0,0,0,0,0,-2728,-512,-120,-24,-8,-16,-24,8,-8,0,0,-8,-1,1,3,-3,-1,1,8,8,12,0,-4,-8,8,0,0,-1,-3,0,0,0,0,0,-28,8,0,-4,8,2,0,-1,-2,2,-2,-3,3,-891,-189,-51,-13,5,19,-27,-9,-3,-1,5,0,0,0,0,0,-21,1,3,1,3,1,3,0,1,-1,1,-21,1,-1,-3,3,1,0,-1,1,-1,-10,2,-2,2,2,-2,0,-35,-21,-11,-5,-3,-5,-14,-6,-2,-2,-2,0,-2,1,-9,-3,-1,-3,0,0,0,1,-1,-5,-1,-1,1,-1,1,0,-2,0,-2,1,0,0,0,0,120,20,0,4,8,0,-4,0,4,-3,-1,3,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,0,64,16,0,0,0,4,-2,0,-2,-2,0,0,0,0,0,-1,1,-1,0,0,1,0,14,6,2,2,2,0,2,-1,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[81612111],618800,141050,29380,4830,408,-30,-20,70,0,22295,5225,595,-75,-33,-15,-5,-35,1970,8,-74,-12,-6,0,-157,-43,-5,-3,3,-16,-4,-8,-10,-10,-4940,-10,-8,-6,-4,30,0,775,-7,-5,-3,-1,-15,-62,-4,-2,0,1,-1,1,-8,440,-6,-4,14,0,-13,-3,-1,-7,2,0,-1,12,6,0,3,-3,0,-5775,-525,-35,15,-7,-5,5,210,0,10,0,2,-15,3,1,3,3,-3,-6,105,-5,-3,-1,1,0,-2,0,3,1,5,-1,1,2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,-2430,-216,6,4,10,0,27,9,3,1,-5,0,0,0,0,0,-6,-4,6,0,-3,-1,-3,0,2,0,-1,-15,-1,1,-1,-3,-1,0,-1,1,0,-8,4,0,-2,-2,0,2,-525,-35,15,-7,-5,5,0,10,0,2,3,1,3,-3,-5,-3,-1,1,-2,0,1,-1,1,0,0,0,0,0,0,0,-1,1,-1,-1,1,0,0,0,8,6,4,2,0,5,3,1,-1,2,0,-1,4,2,0,1,-1,0,3,1,-1,0,-1,2,0,-1,1,-1,0,35,5,-5,-3,3,5,-1,1,2,2,1,-1,1,1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-3,-1,1,-2,0,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[816113],340340,70070,10868,-154,-1036,-490,-140,70,-140,16016,3542,248,-154,-64,-10,40,70,1760,140,-4,8,8,20,86,32,14,8,-10,5,5,5,5,5,-2002,308,14,-28,-18,20,-50,518,-28,-10,-4,6,20,14,14,2,2,-4,2,-4,5,308,-42,-12,6,-12,8,6,0,6,-4,0,2,-2,4,-2,-2,4,4,-3190,-70,58,26,-6,10,10,86,-28,-2,-4,6,5,5,1,-7,-4,2,5,98,-22,-6,2,2,8,2,0,-1,-1,-2,-2,-2,-2,-2,30,-10,-2,6,6,2,-2,0,-2,-2,-2,0,0,-1540,-28,56,16,4,-20,-28,-10,-4,-2,4,-1,-1,-1,-1,-1,14,-6,2,-2,2,0,2,-1,0,0,0,5,-3,1,1,2,0,-1,-1,-1,0,1,1,1,1,1,1,1,-448,0,32,0,0,0,-28,0,-4,0,-4,0,-4,2,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,-70,0,10,0,-6,-10,0,-2,0,-4,0,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
s[815141],272272,62062,14300,3586,904,214,84,42,0,5005,979,437,139,13,19,21,-21,-308,142,56,-14,4,22,157,43,-19,-5,13,28,-20,-4,-20,-20,-2860,-858,-168,-14,-4,-2,0,-337,-15,15,1,-1,1,44,18,0,-2,11,-3,3,-4,-152,-2,4,2,0,25,7,1,-1,4,-2,1,12,6,0,3,-3,0,-1353,-393,-125,-29,-1,-1,-21,-120,-36,-8,4,8,-3,-3,1,1,-3,3,-12,-55,-3,-3,1,1,8,0,0,-1,3,3,3,-1,0,-3,-28,2,0,6,5,-1,-3,2,0,2,3,-3,-3,-110,-56,-26,-12,-6,0,-29,-11,-5,-3,3,-2,-2,-2,-2,-2,-14,-4,-2,0,1,-1,1,-2,2,0,-1,-5,-1,-1,3,1,-1,-2,1,1,0,0,0,0,0,0,0,0,210,14,6,2,-6,-10,-21,-1,3,-1,0,2,0,3,-4,-4,0,0,-1,-1,2,2,-2,5,-1,1,-1,-1,1,0,2,0,2,-1,0,0,0,0,168,14,4,2,0,-15,-1,1,-1,0,2,-3,-4,-2,0,-1,1,0,3,-1,-1,0,1,2,0,-1,0,0,0,70,10,2,-2,-2,-5,1,-1,1,1,-4,0,0,-1,-2,0,0,0,1,1,0,0,14,4,2,0,-1,1,-1,2,-2,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[81513111],1113840,221130,38532,6102,696,-30,-180,-210,0,27027,2673,387,9,3,-15,-45,105,-1188,0,-12,0,12,0,90,0,-6,0,-6,0,0,0,0,0,-4212,-1222,-216,-18,-28,-30,0,-567,-49,9,-9,-7,15,0,8,0,0,0,2,0,0,-232,-6,-4,-10,0,-1,-3,-1,5,-4,0,2,-12,-6,0,-3,3,0,-3915,-405,-83,27,21,-5,45,27,-27,7,9,3,-18,0,-2,0,0,0,0,-57,13,-1,-3,7,3,1,-1,0,-2,-7,-1,1,-1,3,-70,10,2,2,2,-2,2,2,-2,-2,-2,0,0,-1188,0,-12,0,12,0,90,0,-6,0,-6,0,0,0,0,0,0,8,0,0,0,2,0,0,-4,0,2,-18,0,-2,0,0,0,0,0,-2,2,0,0,0,0,0,0,0,35,21,11,5,3,5,14,6,2,2,2,0,2,-1,9,3,1,3,0,0,0,-1,1,5,1,1,-1,1,-1,0,2,0,2,-1,0,0,0,0,216,-6,-4,6,0,-9,-3,-1,-3,0,0,0,4,2,0,1,-1,0,1,-1,1,1,-1,0,0,0,-1,1,0,90,0,-6,0,-6,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-3,-1,-3,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[815122],848640,156000,22464,2400,384,480,320,224,0,23088,1200,-432,-240,48,48,80,-112,-672,-240,-144,0,0,48,-24,-60,0,-12,24,-24,12,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2640,0,-16,0,-16,0,-80,168,0,8,0,8,-12,0,-4,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,4,0,-2,0,-2,-2,0,0,0,0,0,-1200,96,0,-16,-16,0,120,12,0,-4,8,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,4,0,2,0,0,0,0,8,-4,0,2,2,0,-2,-264,40,8,-8,-8,-24,30,10,2,-2,0,-2,-4,-3,0,0,0,0,0,0,0,0,0,6,0,-2,0,0,0,1,4,-2,0,1,0,2,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,4,0,-2,0,-2,-2,0,0,0,0,0,0,1,-10,-2,2,2,-1,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[81512112],1361360,230230,23452,-2046,-1944,-370,-140,-70,0,49049,4543,-203,-357,33,-25,-35,35,770,112,-98,36,-6,-40,119,-35,7,-3,-9,8,-2,4,5,-5,572,242,104,46,20,10,0,77,35,17,7,5,-5,14,8,2,4,5,-1,5,-4,8,6,4,2,0,5,3,1,-1,2,0,-1,4,2,0,1,-1,0,-4785,45,27,49,-9,5,35,84,-42,12,-2,-12,-15,-3,-3,1,-6,0,3,-13,-3,-1,1,-5,2,0,2,-1,3,3,1,-1,0,-1,-30,10,2,-6,-6,-2,2,0,2,2,2,0,0,-2310,168,14,4,2,0,63,-15,-1,1,-1,6,0,2,3,-3,-14,-4,-2,0,1,-1,1,-2,2,0,-1,-5,3,-1,-1,-2,0,1,1,1,0,4,2,0,1,-1,0,-1,-567,63,9,-9,9,15,0,0,0,0,0,0,0,0,-9,-3,-1,-3,0,0,0,1,-1,3,3,-1,0,0,1,-2,0,0,0,0,0,0,0,0,-8,-6,-4,-2,0,-5,-3,-1,1,-2,0,1,-4,-2,0,-1,1,0,-3,-1,1,0,1,-2,0,1,-1,1,0,35,-5,-5,3,3,5,1,1,2,-2,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
s[815114],523600,73150,220,-4070,-1496,-10,180,210,0,28105,3355,85,-113,97,35,45,-105,1870,358,22,46,-2,-10,232,34,4,-2,16,52,-20,4,-20,-20,220,-110,-152,-82,-12,10,0,85,-29,-23,-1,-3,-5,22,-2,-2,-10,4,-2,-8,4,40,-26,-12,2,0,1,-5,-3,-1,-2,-2,4,-12,-6,0,-3,3,0,-1925,175,35,15,-21,15,-45,-35,-35,5,-3,-3,10,-2,2,6,-8,4,-8,35,-5,3,3,3,5,1,-3,2,-2,-5,-1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1100,160,20,0,-12,0,-50,-20,2,0,6,10,-2,2,-2,-2,20,0,4,0,2,0,-2,2,-4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-350,70,10,-10,2,-10,-35,-5,1,-1,1,1,1,1,10,2,2,2,1,-1,1,-2,2,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,-56,14,4,-6,0,-11,-1,1,3,-2,2,-2,4,2,0,1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
s[814211],618800,113750,17940,3050,344,-130,60,210,0,11375,-265,255,71,-97,-25,15,-105,-1960,110,84,-46,-16,-10,185,71,-15,-1,-7,44,-4,12,20,20,-780,-1110,-168,14,28,50,0,-825,-57,15,-1,7,-25,12,6,0,2,3,-3,3,12,-264,-26,12,10,0,3,-5,3,-5,0,-2,-3,12,-6,0,3,3,0,-275,-125,-55,-25,-11,-5,-15,-50,-20,-10,-4,-2,-5,-5,-1,-1,-5,1,4,-15,-5,-3,-1,-7,0,-2,0,-3,1,1,-1,-3,-2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,110,56,26,12,6,0,29,11,5,3,-3,2,2,2,2,2,14,4,2,0,-1,1,-1,2,-2,0,1,5,1,1,-3,-1,1,2,-1,-1,0,0,0,0,0,0,0,0,210,-14,6,-2,-6,10,-21,1,3,1,0,-2,0,3,4,-4,0,0,1,-1,-2,2,2,5,1,1,-1,1,-1,0,-2,0,-2,1,0,0,0,0,168,-14,4,-2,0,-15,1,1,1,0,-2,-3,4,-2,0,1,1,0,3,1,-1,0,-1,-2,0,1,0,0,0,56,-4,0,-4,8,-4,2,0,-1,-1,0,0,0,0,0,1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-1,-1,3,1,-1,-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[81413121],1299480,210210,24024,3234,840,210,40,-14,56,26754,-3234,-546,42,42,6,-26,-14,-4431,-273,21,27,9,-9,105,15,21,3,-15,-30,6,-6,-30,-30,6006,-924,-210,-84,-10,4,14,-924,-84,-24,0,-4,4,21,-9,9,3,-15,3,-3,-6,-84,-42,-4,6,-4,6,-6,2,6,-3,3,-3,18,0,-6,0,0,0,945,315,49,-21,-15,-5,-15,189,21,-11,-3,-3,9,-3,1,-3,0,0,0,91,1,-5,1,-5,1,1,1,1,1,1,3,1,1,3,35,-5,-1,-1,-1,1,-1,-1,1,1,1,0,0,-231,147,21,7,1,11,105,15,-3,-5,1,0,0,0,-6,-6,21,11,1,-1,-3,-1,1,0,-3,-1,-3,9,-3,1,-3,0,0,0,1,1,-1,10,-2,2,-2,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,-14,4,2,4,-6,-2,-2,2,3,1,3,6,0,-2,0,0,0,-1,1,-1,-1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35,5,1,1,1,-1,1,1,-1,-1,-1,0,0,1,0,-16,0,0,0,2,0,2,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[81413112],1701700,250250,17160,-1650,-1284,-670,-160,70,-140,50050,-1210,-30,54,-78,-10,50,70,-3740,140,96,-24,12,20,-20,14,-12,6,12,1,5,-3,-5,5,8580,-990,48,46,12,10,-40,-1050,42,30,-14,6,10,-42,-6,-6,-2,-6,0,-6,3,-216,6,28,-6,0,-18,-6,-2,-6,0,0,0,8,-2,4,2,-2,-4,275,125,55,25,11,5,15,50,20,10,4,2,5,5,1,1,5,-1,-4,15,5,3,1,7,0,2,0,3,-1,-1,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-660,84,-16,8,4,-20,36,-6,-4,2,4,3,3,-1,-3,3,-14,6,-2,2,-2,0,-2,1,0,0,0,-5,-1,-1,3,1,-1,-2,1,1,0,5,1,1,-1,1,-1,0,-35,-21,-11,-5,-3,-5,-14,-6,-2,-2,-2,0,-2,1,-9,-3,-1,-3,0,0,0,1,-1,-5,-1,-1,1,-1,1,0,-2,0,-2,1,0,0,0,0,162,-36,6,0,-6,0,0,0,0,0,0,0,6,0,2,0,0,-2,-3,-1,1,0,1,0,0,0,1,-1,0,64,-16,0,0,0,4,2,0,-2,2,0,0,0,0,0,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
s[81412211],1750320,231660,6864,-2772,144,620,240,-84,112,56628,-3564,-1236,-228,36,-28,-36,-84,-2970,-162,-102,-6,-18,-10,126,0,6,0,-18,-18,0,6,0,0,15444,264,324,72,52,-24,36,-216,120,0,0,-8,-24,36,12,0,0,0,-6,0,0,168,28,8,-4,8,-12,4,-4,-4,6,-2,6,-12,0,4,0,0,0,330,90,-6,-22,-6,10,10,78,6,-6,2,6,15,3,3,-1,6,0,-3,34,-6,-6,2,2,4,0,0,1,-3,-2,-2,-2,-2,-2,15,-5,-1,3,3,1,-1,0,-1,-1,-1,0,0,-990,162,-34,6,-6,10,42,0,2,0,-6,-6,0,2,0,0,-36,4,0,0,0,-2,0,0,2,2,2,5,-3,1,1,2,0,-1,-1,-1,0,6,0,-2,0,0,0,1,-324,44,-24,0,4,4,-9,-1,3,3,-9,-1,3,0,-26,-2,2,2,1,1,1,0,0,1,-1,1,1,-1,-1,1,-3,1,1,0,-1,-2,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,5,1,-3,-3,-1,1,0,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,6,0,-2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s[81412113],1570800,173250,-11660,-8250,-1416,170,60,-210,0,75075,1485,55,81,123,5,15,105,990,540,34,24,6,20,-105,-9,-5,3,15,24,0,-8,0,0,11220,-1210,-8,-6,28,-50,0,-225,113,-5,-3,7,25,-78,-4,-2,0,-3,5,1,0,-104,34,12,-10,0,-17,1,3,5,-2,4,-5,12,6,0,3,-3,0,-275,-125,-55,-25,-11,-5,-15,-50,-20,-10,-4,-2,-5,-5,-1,-1,-5,1,4,-15,-5,-3,-1,-7,0,-2,0,-3,1,1,-1,-3,-2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,-990,216,-34,12,-6,0,-21,-9,-1,3,3,12,0,-4,0,0,-6,4,-2,0,-3,1,1,0,2,0,-1,5,1,1,-3,-1,1,2,-1,-1,0,0,0,0,0,0,0,0,-315,91,-19,3,5,-5,-21,1,-1,-3,3,1,-1,0,-1,1,-1,1,-1,1,-1,1,-1,5,1,1,-1,1,-1,0,-3,-1,1,0,1,0,0,0,8,6,4,2,0,5,3,1,-1,2,0,-1,4,2,0,1,-1,0,3,1,-1,0,-1,2,0,-1,1,-1,0,21,-9,1,3,-3,6,0,-2,0,0,-3,-1,1,0,1,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,1,0,1,0,0,0,0,0,0,0
s[814115],486200,35750,-11440,-3850,56,630,240,-90,120,35750,2090,170,14,62,-30,-30,-90,2585,425,-19,-19,-31,-15,65,29,-19,-7,-7,56,-16,8,20,20,1430,-1540,-322,-84,22,-20,30,-100,-28,-40,0,4,-20,-37,-1,-1,3,-1,-1,11,8,-196,-14,-12,2,-4,2,-2,6,2,-7,1,-7,18,0,-6,0,0,0,275,125,55,25,11,5,15,50,20,10,4,2,5,5,1,1,5,-1,-4,15,5,3,1,7,0,2,0,3,-1,-1,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-385,119,-21,3,-9,15,-49,-1,3,3,-9,8,-4,0,2,2,21,1,1,-3,-3,1,1,0,-1,-1,-1,-5,-1,-1,3,1,-1,-2,1,1,0,0,0,0,0,0,0,0,-160,64,-16,0,0,0,-34,4,2,0,2,-2,2,2,16,0,0,0,-2,0,-2,0,0,-5,-1,-1,1,-1,1,0,0,0,0,0,0,1,1,1,-28,14,-4,-2,4,-10,2,2,-2,-1,-1,-1,6,0,-2,0,0,0,-3,-1,1,0,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
s[8133],346528,48412,3640,756,336,-84,-216,-252,0,6370,-1946,-182,126,66,6,-54,126,-1652,-140,28,36,12,-12,28,-8,4,0,12,16,16,16,40,40,3640,-252,-112,-84,-24,-12,0,-182,-42,-22,6,-6,6,28,-12,-4,-12,4,0,-4,16,112,-28,-8,12,0,22,2,-2,-6,4,-4,4,24,12,0,6,-6,0,1078,182,70,6,6,6,54,70,14,-2,6,6,-2,-10,-2,6,-2,2,16,70,-2,-2,6,6,-2,-2,-2,-2,-2,2,2,2,2,-6,28,2,0,6,-5,-1,3,-2,0,-2,3,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,4,-2,0,-6,1,1,1,-2,-2,-2,0,2,1,-2,1,-1,1,0,0,0,0,-14,4,-2,0,1,1,1,-2,-2,0,1,1,-1,0,0,-5,1,-1,-3,1,1,-2,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[81322111],1429428,168168,0,-924,588,-224,-104,28,-28,42042,-6468,-630,252,-6,28,10,28,-4389,-231,63,-3,3,1,21,-15,-27,-15,21,3,-15,-9,-15,-15,18018,-462,126,-98,-38,10,-10,-252,42,-12,10,4,10,63,-3,3,1,9,-3,9,-9,420,-56,-16,4,-4,18,4,2,4,3,1,-3,2,2,-2,-4,2,4,3003,63,175,11,3,-9,-9,42,42,10,2,-6,6,-6,-2,2,6,0,-12,133,-7,1,-3,-3,-2,2,-2,-2,2,-5,-1,-1,-2,-3,28,8,0,-4,-8,2,0,1,-2,-2,-2,3,3,-231,-105,-35,-5,1,-1,-63,-15,1,1,1,-3,3,1,3,3,-35,-5,1,-1,1,1,1,1,1,-1,1,-16,0,0,0,2,0,2,0,0,-1,-5,1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,-14,6,-2,2,0,-2,0,-2,3,1,-3,4,0,0,-2,0,2,-3,1,1,0,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,6,-2,2,-2,0,-2,1,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s[813213],1047200,100100,-11000,-3740,-368,-380,120,420,0,46970,-1870,310,310,-62,10,30,-210,-880,182,100,-14,-8,-50,-337,-43,7,13,-17,-28,20,4,20,20,11440,-1320,64,-32,-16,40,0,-140,84,16,-8,-4,-20,-56,-6,4,-2,1,3,1,4,48,-20,8,-4,0,6,-2,2,2,0,-2,3,0,0,0,0,0,0,1650,-300,50,-20,2,20,-30,-15,15,5,-5,-7,-15,-3,5,1,3,-3,12,20,-10,4,-2,4,5,-1,1,-1,-1,-2,0,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-110,-56,-26,-12,-6,0,-29,-11,-5,-3,3,-2,-2,-2,-2,-2,-14,-4,-2,0,1,-1,1,-2,2,0,-1,-5,-1,-1,3,1,-1,-2,1,1,0,0,0,0,0,0,0,0,35,21,11,5,3,5,14,6,2,2,2,0,2,-1,9,3,1,3,0,0,0,-1,1,5,1,1,-1,1,-1,0,2,0,2,-1,0,0,0,0,48,-20,8,-4,0,6,-2,2,2,0,-2,3,0,0,0,0,0,0,-2,0,-2,1,0,2,0,-1,-1,1,0,20,-10,4,-2,4,5,-1,1,-1,-1,-2,0,-2,1,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,1,0,0,0,0,0,0,0,0
