Unnamed: 0_level_0,[118],[21116],[22114],[23112],[24110],[2518],[2616],[2714],[2812],[29],[31115],[3121113],[3122111],[312319],[312417],[312515],[312613],[312711],[32112],[3221110],[322218],[322316],[322414],[322512],[3226],[3319],[332117],[332215],[332313],[332411],[3416],[342114],[342212],[3423],[3513],[352111],[36],[41114],[4121112],[4122110],[412318],[412416],[412514],[412612],[4127],[4131111],[41312119],[41312217],[41312315],[41312413],[41312511],[413218],[41322116],[41322214],[41322312],[413224],[413315],[41332113],[41332211],[413412],[413421],[42110],[422118],[422216],[422314],[422412],[4225],[423117],[42312115],[42312213],[42312311],[423214],[42322112],[423222],[423311],[4316],[432114],[432212],[4323],[433113],[43312111],[4332],[4412],[4421],[51113],[5121111],[512219],[512317],[512415],[512513],[512611],[5131110],[51312118],[51312216],[51312314],[51312412],[513125],[513217],[51322115],[51322213],[51322311],[513314],[51332112],[513322],[513411],[514119],[51412117],[51412215],[51412313],[51412411],[51413116],[5141312114],[5141312212],[51413123],[51413213],[5141322111],[514133],[514215],[51422113],[51422211],[51423112],[51423121],[514311],[5218],[522116],[522214],[522312],[5224],[523115],[52312113],[52312211],[523212],[523221],[524114],[52412112],[524122],[52413111],[5242],[5313],[532111],[5331],[61112],[6121110],[612218],[612316],[612414],[612512],[6126],[613119],[61312117],[61312215],[61312313],[61312411],[613216],[61322114],[61322212],[613223],[613313],[61332111],[6134],[614118],[61412116],[61412214],[61412312],[614124],[61413115],[6141312113],[6141312211],[61413212],[61413221],[614214],[61422112],[614222],[61423111],[6143],[615117],[61512115],[61512213],[61512311],[61513114],[6151312112],[61513122],[61513211],[61514113],[6151412111],[61514131],[615212],[615221],[6216],[622114],[622212],[6223],[623113],[62312111],[6232],[624112],[624121],[625111],[63],[71111],[712119],[712217],[712315],[712413],[712511],[713118],[71312116],[71312214],[71312312],[713124],[713215],[71322113],[71322211],[713312],[713321],[714117],[71412115],[71412213],[71412311],[71413114],[7141312112],[71413122],[71413211],[714213],[71422111],[714231],[715116],[71512114],[71512212],[715123],[71513113],[7151312111],[715132],[71514112],[71514121],[715211],[716115],[71612113],[71612211],[71613112],[71613121],[71614111],[716151],[7214],[722112],[7222],[723111],[7241],[81110],[812118],[812216],[812314],[812412],[8125],[813117],[81312115],[81312213],[81312311],[813214],[81322112],[813222],[813311],[814116],[81412114],[81412212],[814123],[81413113],[8141312111],[814132],[814212],[814221],[815115],[81512113],[81512211],[81513112],[81513121],[81514111],[8152],[816114],[81612112],[816122],[81613111],[816141],[817113],[81712111],[817131],[8212],[8221],[9119],[912117],[912215],[912313],[912411],[913116],[91312114],[91312212],[913123],[913213],[91322111],[9133],[914115],[91412113],[91412211],[91413112],[91413121],[914211],[915114],[91512112],[915122],[91513111],[915141],[916113],[91612111],[916131],[917112],[917121],[918111],[92],[10118],[1012116],[1012214],[1012312],[10124],[1013115],[101312113],[101312211],[1013212],[1013221],[1014114],[101412112],[1014122],[101413111],[10142],[1015113],[101512111],[1015131],[1016112],[1016121],[1017111],[10181],[11117],[1112115],[1112213],[1112311],[1113114],[111312112],[1113122],[1113211],[1114113],[111412111],[1114131],[1115112],[1115121],[1116111],[11171],[12116],[1212114],[1212212],[12123],[1213113],[121312111],[12132],[1214112],[1214121],[1215111],[12161],[13115],[1312113],[1312211],[1313112],[1313121],[1314111],[13151],[14114],[1412112],[14122],[1413111],[14141],[15113],[1512111],[15131],[16112],[16121],[17111],[181]
s[71422111],8486400,665600,24960,2560,-1280,0,640,0,0,0,-109200,-20800,1200,-320,-272,0,-80,0,-7920,1280,48,-32,16,0,-80,552,-22,12,22,16,-84,-28,12,4,0,20,-60,-24960,-3840,0,256,128,0,0,0,-1200,-96,0,16,-16,0,-48,-24,0,-8,-16,-12,-6,0,-12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7800,1200,-120,-120,-40,0,40,600,0,0,0,8,0,15,15,3,3,-3,3,-3,6,120,-20,0,-4,8,0,4,0,-4,-3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3520,160,192,16,0,0,0,-8,34,12,-2,0,10,-2,-6,-2,10,-2,-8,64,-16,0,0,0,4,2,0,-2,2,0,0,0,0,0,-15,5,-3,1,-3,-1,-3,0,-1,-1,-1,0,0,-32,0,0,0,4,0,4,0,0,-2,0,440,-352,-16,-16,8,0,-112,-10,-4,2,8,11,-1,-1,-1,-1,16,-4,0,4,4,2,0,1,0,0,0,-5,3,-1,-1,-2,0,1,1,1,0,-1,-1,3,-1,-1,1,-1,6,-2,-2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-120,20,0,4,-8,0,-4,0,4,3,-1,-3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,-3,-3,1,1,0,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[714213],5469750,321750,-21450,-8250,-3450,-250,550,-490,-490,630,0,0,3300,-60,-120,200,-20,140,-4950,900,-30,-60,42,20,130,-45,45,15,-15,-21,135,27,-21,-33,45,-45,90,-21450,-1650,750,230,-10,-50,-50,70,-1650,-30,-30,-10,-10,10,-120,-30,0,2,8,15,-3,3,-3,-3,-150,90,10,10,-6,10,0,0,4,4,6,0,-2,3,10,2,2,-6,-2,2,4,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,-300,50,-20,2,20,-30,-15,15,5,-5,-7,-15,-3,5,1,3,-3,12,20,-10,4,-2,4,5,-1,1,-1,-1,-2,0,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-1,-1,3,1,-1,-2,1,1,0,0,825,-285,5,-25,1,-5,0,0,-4,-4,-8,-15,-3,5,-3,3,5,-5,1,-1,2,-2,-2,-1,-3,-1,0,0,0,0,0,0,0,0,0,0,0,5,1,1,-1,1,-1,0,6,2,-2,0,-2,300,-20,20,4,12,-20,30,10,2,-2,-6,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,1,0,-1,1,2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-1,-1,3,1,-1,-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[71413211],8019648,524160,4368,5184,96,-960,-720,0,0,0,-103194,-26676,738,648,222,-60,90,0,-8910,270,42,54,-30,30,90,324,-72,12,0,-12,0,0,0,0,0,0,0,4368,-1728,-1184,-192,48,0,0,0,738,-216,-50,-12,-6,0,42,-18,-14,6,-6,12,0,4,0,0,608,64,48,0,0,0,62,4,-6,0,2,-2,-6,-4,48,0,0,0,-6,0,-6,0,0,10803,2815,83,39,51,15,-45,981,-41,-7,3,-3,15,-30,10,2,-6,-6,-2,2,0,83,-13,11,3,3,-7,-1,5,3,2,2,2,3,-1,3,-3,-1,3,-42,-30,-2,-6,6,6,-6,-2,0,0,-2,2,6,-2,-2,-12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-385,-119,-21,-3,-9,-15,-49,1,3,-3,-9,8,4,0,2,-2,-21,1,-1,-3,3,1,-1,0,-1,1,-1,-5,1,-1,-3,1,1,-2,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-288,64,-16,0,0,0,6,4,2,0,-6,-2,2,0,-16,0,0,0,2,0,2,0,0,7,-1,-1,1,-1,-1,2,0,0,0,0,0,-1,1,-1,0,0,-162,36,-6,0,6,0,0,0,0,0,0,0,-6,0,-2,0,0,2,3,1,-1,0,-1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,-1,1,3,-3,-1,1,0,1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[71413122],9165312,479232,-24960,4608,2304,1024,384,0,0,0,-73008,-29952,-1200,-576,-48,64,-48,0,-6480,864,-48,0,48,-32,-48,648,-18,-12,18,0,-108,-36,-12,-36,0,0,0,24960,3840,0,-256,-128,0,0,0,1200,96,0,-16,16,0,48,24,0,8,16,12,6,0,12,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3432,2112,120,8,-56,-16,24,552,48,0,-16,-8,-16,-15,9,-3,5,3,-3,3,12,-120,20,0,4,-8,0,-4,0,4,3,-1,-3,0,0,0,0,0,0,-48,-8,0,8,-16,12,-2,0,0,4,0,0,0,0,0,-3,-3,-3,-1728,-288,64,48,0,0,0,-216,6,4,-6,0,-18,-6,-2,-6,0,0,0,-64,16,0,0,0,-4,-2,0,2,-2,0,0,0,0,0,-13,7,-1,3,-1,1,-1,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,-264,-240,16,16,8,16,-96,-6,4,-2,8,9,3,1,-3,3,-16,4,0,-4,-4,-2,0,-1,0,0,0,-19,5,1,1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,-1,1,2,-2,2,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,-16,0,0,0,4,2,0,-2,2,0,0,0,0,0,-1,-1,-1,0,0,1,0,35,-5,-1,-1,-1,1,-1,-1,1,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[7141312112],16336320,640640,-112112,-7744,-1312,-320,-80,0,0,0,30030,-23452,4642,248,-10,-20,10,0,-12342,938,-86,-22,-22,10,10,-462,-70,10,-22,2,-48,-16,16,32,-30,20,-30,16016,3520,736,192,48,0,0,0,242,-8,22,12,-6,0,-70,10,10,-6,-6,14,10,-2,8,-8,-160,-64,-16,0,0,0,-34,-4,2,0,2,2,2,2,-16,0,0,0,2,0,2,0,0,-2145,1485,-477,1,23,5,-5,645,-27,-3,13,5,5,78,18,-6,-2,-12,0,0,-3,-69,-15,-9,-3,3,-3,-3,-3,-3,0,0,-6,-5,1,-1,1,1,-1,40,-20,8,-4,8,10,-2,2,-2,-2,-4,0,-4,2,0,0,0,0,-1408,-448,-128,-32,0,0,0,-112,-28,-8,4,0,-4,-4,4,4,-4,2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,2,-2,-2,2,2,1,0,0,0,2,2,16,0,0,0,-2,0,-2,0,0,1,0,693,-189,49,-9,-3,-5,21,-9,1,3,-3,6,0,-2,0,0,21,-1,1,3,-3,-1,1,0,1,-1,1,-17,1,-1,1,1,1,1,1,-1,-2,6,0,-2,0,0,0,1,0,0,0,0,0,160,64,16,0,0,0,34,4,-2,0,-2,-2,-2,-2,16,0,0,0,-2,0,-2,0,0,5,-1,1,-1,-1,1,0,0,0,0,0,0,-1,1,-1,0,0,-105,35,-5,-1,-1,-15,-1,1,-1,3,-1,3,5,1,1,-1,1,-1,0,0,0,0,0,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,0,0,0,2,0,2,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[71413114],8078400,105600,-111760,-10560,-480,960,720,0,0,0,173250,11220,5390,24,-102,60,-90,0,-2970,450,-58,-30,6,-30,-90,-1242,66,38,-30,6,72,24,8,24,0,0,0,-25520,-3520,-160,-192,-144,0,0,0,-1430,8,-34,-12,18,0,-110,-10,2,6,18,-14,-10,2,-8,8,160,192,16,0,0,0,34,12,-2,0,-2,-6,-2,-2,48,0,0,0,-6,0,-6,0,0,-3575,825,-155,45,-15,-15,45,-125,-15,-5,9,3,-15,40,0,-8,0,-2,6,-2,-8,15,15,-5,3,-9,-15,3,1,3,0,0,6,5,-3,1,-1,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,-121,79,3,3,15,91,-1,7,3,3,-2,2,-2,4,-4,-19,1,1,-3,5,1,1,2,-1,3,-1,-5,-1,-1,3,1,-1,-2,1,1,0,0,0,0,0,0,0,0,-6,-2,2,0,2,160,-64,16,0,0,0,34,-4,-2,0,-2,2,-2,-2,-16,0,0,0,2,0,2,0,0,5,1,1,-1,1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,-27,-15,-7,-3,-3,-9,-3,-1,-3,0,0,0,-5,-1,-1,1,-1,1,-2,0,-2,1,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
s[71412311],8576568,168168,-84084,4620,4368,896,-444,196,168,-168,63063,-21021,-1617,-861,-105,-109,15,-77,693,903,21,39,21,-25,-75,693,147,21,3,21,-36,12,-24,-24,45,-15,45,42042,7854,966,42,-30,22,14,-14,1155,-21,-21,-21,3,-5,-105,-3,-9,-3,-9,3,-3,3,-6,6,-84,-28,0,8,4,-4,-21,-1,3,-1,-3,-1,-3,-3,-10,2,2,-2,-1,-1,-1,0,0,-12012,-462,-504,70,28,26,16,-357,-21,3,19,-5,11,-42,-12,6,4,3,-3,-9,-6,-168,14,-4,2,0,15,-1,-1,-1,0,2,3,-4,2,0,-1,-1,0,133,-17,1,-5,13,-2,4,-2,-2,-2,-3,-1,1,0,1,3,3,3,-1617,273,-49,33,-17,-15,15,-105,21,-1,-3,7,-42,-6,2,6,3,3,3,-63,15,1,-1,1,9,3,1,0,0,-1,1,-1,-1,1,28,-2,-4,-2,-5,1,-1,-2,2,0,-1,-2,-2,-12,4,0,0,-3,1,-3,2,-2,-2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,28,0,-8,-4,4,21,1,-3,1,3,1,3,3,10,-2,-2,2,1,1,1,0,0,4,-2,0,1,1,0,-1,1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,-9,1,3,-3,6,0,-2,0,0,-3,-1,1,0,1,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,2,2,-2,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[71412213],9382912,0,-137984,0,3584,0,-1280,0,0,0,224224,0,2464,0,224,0,160,0,2464,0,-224,0,32,0,160,-560,0,-32,0,-16,16,0,16,0,-20,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11088,0,-784,0,-16,0,-80,-336,0,-16,0,-16,0,84,0,-4,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,16,0,-16,4,0,4,4,0,0,0,0,0,0,12,0,-6,0,896,0,64,0,0,0,0,56,0,-8,0,0,8,0,-8,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,4,0,-4,0,0,0,0,0,0,-4,-32,0,0,0,4,0,4,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56,0,-8,0,8,-20,0,4,0,-2,0,-2,0,0,0,0,0,0,-6,0,2,0,0,0,2,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,-2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s[71412115],4725864,-154440,-97812,3564,4608,912,-540,228,216,-216,243243,11583,891,-729,-117,-81,27,-105,8019,81,-153,-27,27,-39,-81,-486,108,-18,0,18,0,0,0,0,0,0,0,-43758,-7722,-834,-78,-6,-2,6,-6,-1485,27,27,27,3,-5,27,9,15,-3,3,-18,0,-6,0,0,132,76,-8,-16,-4,4,27,7,-5,-1,3,1,7,6,30,-6,-6,6,3,3,3,0,0,2574,2640,78,144,-2,32,30,-162,78,6,6,-2,14,9,-9,-3,3,9,3,-3,0,132,-22,-4,2,4,-30,2,2,2,-3,-1,-3,2,-4,2,2,2,0,-91,-5,-7,-1,13,8,-2,-4,-1,1,-3,3,1,0,-3,-6,0,3,-891,351,-111,27,-3,-9,9,-162,36,-6,0,6,0,0,0,0,0,0,0,69,-9,1,3,-3,-6,0,-2,0,0,5,-1,1,2,-3,-21,1,-1,-3,3,1,-1,0,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,-165,-69,-29,-13,-5,-5,-21,-9,-5,-1,-5,-3,-3,1,-3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,1,-3,-1,1,2,-1,-1,0,5,1,1,-1,1,-1,0,3,1,-1,0,-1,36,-20,8,0,-4,4,15,-5,-1,3,3,1,-1,0,-10,2,2,-2,-1,-1,-1,0,0,6,0,-2,0,0,0,1,-3,-1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,1,-1,4,2,0,1,-1,3,1,-1,0,-1,2,0,-1,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,1,0,1,0,0,0,0,0,0,0
s[714117],1018368,-79872,-24960,4608,2304,0,-640,0,0,0,91728,2496,-1200,-576,-48,0,80,0,6192,192,-48,0,48,0,80,360,102,-12,18,0,36,12,-12,-36,36,-24,36,-24960,-3840,0,256,128,0,0,0,-1200,-96,0,16,-16,0,-48,-24,0,-8,-16,-12,-6,0,-12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5928,1968,120,8,-56,0,-40,168,96,0,-16,-8,0,-3,-3,-3,5,15,-3,3,6,120,-20,0,-4,8,0,4,0,-4,-3,1,3,0,0,0,0,0,0,-112,8,0,8,-16,8,-4,0,2,2,0,0,0,0,0,-2,-2,-2,-1728,-288,-192,-16,0,0,0,-216,6,-12,2,0,-18,-6,6,2,0,0,0,64,-16,0,0,0,4,2,0,-2,2,0,0,0,0,0,-13,7,3,-1,-1,1,3,2,-1,-1,-1,2,2,32,0,0,0,-4,0,-4,0,0,2,0,120,96,16,16,8,0,0,18,4,-2,8,-3,3,1,3,-3,16,-4,0,4,4,2,0,1,0,0,0,-15,1,1,1,0,-2,-3,1,1,0,1,-1,-3,1,-1,1,1,-6,-2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
s[713321],3508596,114660,-15288,5544,252,-532,-240,-336,-252,756,-34398,-16380,714,252,210,116,-6,-84,-3969,189,-105,-27,15,-19,39,567,-63,-33,9,-9,108,36,12,36,0,0,0,26754,462,-714,-350,-22,22,30,42,1176,-42,0,-2,8,-26,105,3,-15,-5,-7,-3,3,-3,-12,12,588,-28,32,8,20,-20,42,20,2,-4,-9,5,-1,3,18,6,6,-6,0,6,9,-12,-12,4641,1365,357,49,-23,13,45,42,0,-6,-8,10,16,-84,-6,0,-2,-3,-3,-3,-12,-21,7,-9,-5,3,-24,-2,0,-2,0,-2,-3,-7,-3,-3,2,0,3,-14,20,2,4,2,7,5,-1,1,-1,4,2,-4,1,-2,6,0,-3,-2079,-441,-7,15,-15,-9,9,-189,21,11,-3,3,18,6,2,6,0,0,0,-77,5,-5,-3,3,1,-1,1,-2,2,-7,-1,1,-1,3,-14,4,-2,0,1,1,1,-2,-2,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42,14,-6,2,-2,-10,0,2,0,2,-3,-1,-3,3,-4,0,0,4,2,0,-1,-2,-2,3,-1,-1,0,2,1,-2,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,-10,4,-2,-4,1,-1,1,1,-1,2,0,2,-1,0,-2,0,1,1,-1,0,0,14,-4,2,0,-1,-1,-1,2,2,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[713312],5105100,100100,-40040,4840,-1020,-1140,80,560,700,-1260,0,-15730,2860,514,72,-90,20,-70,-6105,-25,-77,-5,-33,15,-85,12,-124,-8,16,-12,153,11,-11,-17,15,-25,30,30030,-330,-510,-158,86,-50,10,-70,1320,-78,36,22,-16,10,105,-15,-3,13,17,6,-6,-6,-3,3,540,-148,24,0,-12,20,36,2,0,6,-9,-1,3,0,-2,-2,2,-6,4,-2,1,-4,4,3575,825,155,45,15,-15,-45,125,-15,5,9,-3,-15,-40,0,8,0,2,6,2,8,15,-15,-5,-3,-9,-15,-3,1,-3,0,0,6,-5,-3,-1,1,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1925,-525,-105,-25,-13,-5,15,-140,0,0,-4,-4,25,3,-3,-1,1,-3,4,-35,5,1,1,5,10,2,-2,1,-1,3,3,-1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,1,3,-1,-1,2,1,-1,0,0,385,119,21,3,9,15,49,-1,-3,3,9,-8,-4,0,-2,2,21,-1,1,3,-3,-1,1,0,1,-1,1,5,-1,1,3,-1,-1,2,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,34,-14,6,-2,10,-6,4,-2,0,-3,1,1,0,-4,0,0,-4,2,0,-1,-2,2,5,-1,1,-1,-1,1,0,-3,1,1,0,-1,1,-1,1,0,0,-48,20,-8,4,0,-6,2,-2,-2,0,2,-3,0,0,0,0,0,0,2,0,2,-1,0,-2,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,1,-1,-3,1,1,-2,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[71322211],7876440,51480,-75504,12672,936,-440,480,-336,-392,504,38610,-28314,1914,-450,-78,70,-6,126,-3564,756,-12,-36,-12,4,84,648,18,-12,-18,0,-27,9,-3,9,0,0,0,63492,3300,252,-308,52,-12,-20,28,1914,-138,42,22,10,6,-12,24,12,-8,4,-12,6,0,-3,-3,720,-208,-8,-24,0,0,-42,2,-2,-6,-12,-4,4,0,-12,-12,-4,12,6,-6,-12,8,8,-4290,-330,246,62,-34,-10,-10,-510,6,-6,-10,2,-10,-69,-9,3,-1,3,3,3,3,-78,50,2,2,2,-6,2,2,2,3,-1,3,10,2,2,-2,2,-2,-20,10,-4,2,-4,-5,1,-1,1,1,2,0,2,-1,0,0,0,0,-2376,-576,-56,24,24,16,-24,-216,-6,4,6,0,9,-3,1,-3,0,0,0,-56,4,0,4,-8,4,-2,0,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-3,1,-3,0,0,0,1,1,-1,0,726,114,26,-26,-2,-6,96,-6,-4,-2,-8,6,0,2,-3,-3,44,-4,0,0,-4,2,0,2,6,2,0,1,-1,1,-1,1,-1,1,-1,1,1,4,-2,0,1,1,0,-1,-2,2,-2,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,-10,4,-2,4,5,-1,1,-1,-1,-2,0,-2,1,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,3,-1,3,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
