Unnamed: 0_level_0,[118],[21116],[22114],[23112],[24110],[2518],[2616],[2714],[2812],[29],[31115],[3121113],[3122111],[312319],[312417],[312515],[312613],[312711],[32112],[3221110],[322218],[322316],[322414],[322512],[3226],[3319],[332117],[332215],[332313],[332411],[3416],[342114],[342212],[3423],[3513],[352111],[36],[41114],[4121112],[4122110],[412318],[412416],[412514],[412612],[4127],[4131111],[41312119],[41312217],[41312315],[41312413],[41312511],[413218],[41322116],[41322214],[41322312],[413224],[413315],[41332113],[41332211],[413412],[413421],[42110],[422118],[422216],[422314],[422412],[4225],[423117],[42312115],[42312213],[42312311],[423214],[42322112],[423222],[423311],[4316],[432114],[432212],[4323],[433113],[43312111],[4332],[4412],[4421],[51113],[5121111],[512219],[512317],[512415],[512513],[512611],[5131110],[51312118],[51312216],[51312314],[51312412],[513125],[513217],[51322115],[51322213],[51322311],[513314],[51332112],[513322],[513411],[514119],[51412117],[51412215],[51412313],[51412411],[51413116],[5141312114],[5141312212],[51413123],[51413213],[5141322111],[514133],[514215],[51422113],[51422211],[51423112],[51423121],[514311],[5218],[522116],[522214],[522312],[5224],[523115],[52312113],[52312211],[523212],[523221],[524114],[52412112],[524122],[52413111],[5242],[5313],[532111],[5331],[61112],[6121110],[612218],[612316],[612414],[612512],[6126],[613119],[61312117],[61312215],[61312313],[61312411],[613216],[61322114],[61322212],[613223],[613313],[61332111],[6134],[614118],[61412116],[61412214],[61412312],[614124],[61413115],[6141312113],[6141312211],[61413212],[61413221],[614214],[61422112],[614222],[61423111],[6143],[615117],[61512115],[61512213],[61512311],[61513114],[6151312112],[61513122],[61513211],[61514113],[6151412111],[61514131],[615212],[615221],[6216],[622114],[622212],[6223],[623113],[62312111],[6232],[624112],[624121],[625111],[63],[71111],[712119],[712217],[712315],[712413],[712511],[713118],[71312116],[71312214],[71312312],[713124],[713215],[71322113],[71322211],[713312],[713321],[714117],[71412115],[71412213],[71412311],[71413114],[7141312112],[71413122],[71413211],[714213],[71422111],[714231],[715116],[71512114],[71512212],[715123],[71513113],[7151312111],[715132],[71514112],[71514121],[715211],[716115],[71612113],[71612211],[71613112],[71613121],[71614111],[716151],[7214],[722112],[7222],[723111],[7241],[81110],[812118],[812216],[812314],[812412],[8125],[813117],[81312115],[81312213],[81312311],[813214],[81322112],[813222],[813311],[814116],[81412114],[81412212],[814123],[81413113],[8141312111],[814132],[814212],[814221],[815115],[81512113],[81512211],[81513112],[81513121],[81514111],[8152],[816114],[81612112],[816122],[81613111],[816141],[817113],[81712111],[817131],[8212],[8221],[9119],[912117],[912215],[912313],[912411],[913116],[91312114],[91312212],[913123],[913213],[91322111],[9133],[914115],[91412113],[91412211],[91413112],[91413121],[914211],[915114],[91512112],[915122],[91513111],[915141],[916113],[91612111],[916131],[917112],[917121],[918111],[92],[10118],[1012116],[1012214],[1012312],[10124],[1013115],[101312113],[101312211],[1013212],[1013221],[1014114],[101412112],[1014122],[101413111],[10142],[1015113],[101512111],[1015131],[1016112],[1016121],[1017111],[10181],[11117],[1112115],[1112213],[1112311],[1113114],[111312112],[1113122],[1113211],[1114113],[111412111],[1114131],[1115112],[1115121],[1116111],[11171],[12116],[1212114],[1212212],[12123],[1213113],[121312111],[12132],[1214112],[1214121],[1215111],[12161],[13115],[1312113],[1312211],[1313112],[1313121],[1314111],[13151],[14114],[1412112],[14122],[1413111],[14141],[15113],[1512111],[15131],[16112],[16121],[17111],[181]
s[9119],24310,-1430,-1430,286,286,-110,-110,70,70,-70,5005,-143,-143,-11,-11,25,25,-35,1144,-44,-44,16,16,-20,-20,253,1,1,-11,-11,64,-8,-8,16,10,10,10,-572,-572,88,88,-20,-20,0,0,-77,-77,7,7,-5,-5,-14,-14,-2,-2,10,-5,-5,7,4,4,-242,34,34,-10,-10,10,-35,1,1,5,-8,4,4,1,12,12,0,0,3,3,-6,6,-6,715,55,55,-29,-29,15,15,220,-8,-8,4,4,0,49,1,1,1,13,1,1,4,13,13,-7,-7,5,-2,-2,2,2,1,1,-5,3,-1,-1,0,-4,-3,70,-10,-10,6,6,10,2,2,4,-4,-2,-2,-2,-2,-2,0,0,0,-110,-110,-2,-2,10,10,-10,-29,-29,7,7,-5,-2,-2,-2,-2,-2,-2,-2,-56,4,4,0,0,-11,1,1,-2,-2,2,2,-2,-1,0,-5,-5,3,3,1,1,-3,-2,-1,-1,-1,0,0,-20,4,4,-4,-2,-2,-2,0,0,0,2,55,19,19,-1,-1,-5,28,4,4,-4,-4,10,-2,-2,1,1,9,9,-3,-3,0,0,0,0,3,-1,0,15,-1,-1,-1,3,-1,0,-1,-1,0,2,2,-2,-1,-1,0,2,6,-2,-2,0,2,-8,-8,-4,-4,0,0,-5,-5,-1,-1,-2,-2,2,1,-6,-2,-2,2,-3,1,0,0,0,-3,-3,1,0,0,-1,2,-4,0,0,-1,2,-1,-1,2,-2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
s[8221],136136,40040,12012,3476,992,272,100,28,56,504,7007,2717,759,221,47,29,7,-35,1331,179,63,-1,11,11,-41,-124,26,-12,2,20,50,-10,-6,14,-10,-10,20,-2002,22,34,18,6,-2,26,154,605,43,13,3,-3,-5,-91,1,1,-3,-3,14,4,-2,2,-2,468,36,8,0,12,44,-57,-3,-1,-3,3,3,-1,0,-30,-6,6,6,-3,3,-3,0,0,-2574,-440,-78,-24,2,-8,-30,162,22,-6,6,2,-26,-9,-11,3,9,-9,1,3,0,188,22,4,-2,-4,-10,-2,-2,-2,-1,1,-1,-2,-4,-2,-2,2,0,91,5,7,1,-13,-8,2,4,1,-1,3,-3,-1,0,3,6,0,-3,-1309,-301,-49,-17,-5,11,39,-28,14,-4,-2,4,20,-4,-4,4,-4,-4,8,21,9,1,5,13,6,0,-2,0,0,3,3,-1,0,-3,21,-1,1,3,-3,-1,1,0,1,-1,1,1,-1,10,-2,2,6,-2,-2,4,2,-2,0,0,-385,-119,-21,-3,-9,-15,-49,1,3,-3,-9,8,4,0,2,-2,-21,1,-1,-3,3,1,-1,0,-1,1,-1,-5,1,-1,-3,1,1,-2,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-36,-20,-8,0,4,4,-15,-5,1,3,-3,1,1,0,-10,-2,2,2,-1,1,-1,0,0,-6,0,2,0,0,0,-1,-3,1,1,0,-1,-1,1,-1,0,0,20,8,0,-4,-4,5,-1,-3,-1,-1,-1,2,2,-2,-2,-1,1,0,0,-2,0,0,2,-1,-1,2,-1,1,0,2,7,5,3,1,-1,4,2,0,1,-1,3,1,-1,0,-1,2,0,-1,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[8212],143208,40248,11076,2628,432,-64,-84,-84,56,-504,8073,2925,681,117,-39,-19,-39,21,1539,189,51,-27,3,-19,51,-81,45,-21,9,-9,54,-18,6,-18,0,0,0,-1794,186,66,14,-10,-14,26,-154,681,33,9,-7,-7,1,-75,15,-3,-1,5,15,-3,3,6,6,516,12,0,-8,12,-44,-51,9,-3,1,3,-3,3,3,-30,6,6,-6,-3,-3,-3,0,0,-2652,-342,-24,-2,12,-14,16,183,15,-9,7,-9,31,-6,-6,6,-2,-6,0,-6,-6,216,6,-4,-6,0,-9,3,-1,3,0,0,0,-4,2,0,-1,-1,0,113,-7,1,-7,17,-7,5,1,-1,-1,1,1,1,1,1,3,3,3,-1431,-261,-7,3,9,11,-39,-27,15,-7,3,-3,18,-6,2,-6,0,0,0,35,5,-5,5,-13,5,-1,1,2,2,1,3,1,1,3,34,-6,-2,-2,-2,0,-2,-2,0,0,0,-1,-1,18,-6,2,-6,0,0,0,2,2,-2,0,-474,-114,2,10,-2,6,-54,6,2,-2,10,6,0,2,3,3,-16,4,-4,0,2,-2,2,2,-2,-2,-2,1,1,-3,5,1,1,1,-1,-1,1,4,-2,0,1,1,0,-1,2,-2,2,2,-2,-84,-28,0,8,4,-4,-21,-1,3,-1,-3,-1,-3,-3,-10,2,2,-2,-1,-1,-1,0,0,-4,2,0,-1,-1,0,1,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[817131],510510,130130,34034,8822,2374,650,170,14,-98,-126,15015,5291,1331,407,127,35,11,-49,2244,206,92,38,4,14,-4,-249,17,23,-7,7,30,26,-10,2,30,-10,-60,-8008,-880,-188,-36,0,-8,-20,-28,869,29,1,9,-3,-11,-118,-16,10,0,-6,-7,11,1,14,2,610,62,6,2,-6,-10,-41,-13,3,-1,-8,2,0,7,-12,-12,0,0,-3,-3,6,6,-6,-6435,-1155,-231,-63,-11,5,-15,135,21,-9,-3,7,5,9,-9,-3,3,-9,-3,3,0,147,35,7,-1,-5,9,-1,1,-1,-3,-1,3,5,-3,1,-1,-3,3,20,10,4,2,4,5,1,1,-1,1,2,0,2,-1,0,0,0,0,-2266,-524,-106,-28,-10,4,6,-97,1,-1,-7,-1,20,4,-4,-4,2,-2,-16,-36,6,4,-2,-4,9,3,1,0,0,2,0,2,-1,0,-21,1,-1,-3,3,1,-1,0,-1,1,-1,-1,1,-10,2,-2,-6,2,2,-4,-2,2,0,0,-231,-105,-35,-5,1,-1,-63,-15,1,1,1,-3,3,1,3,3,-35,-5,1,-1,1,1,1,1,1,-1,1,-16,0,0,0,2,0,2,0,0,-1,-5,1,-1,1,1,-1,0,0,0,0,0,0,190,34,-6,-2,6,10,1,-11,-3,1,-8,-2,0,1,-4,-4,0,0,-1,-1,2,2,-2,-5,-1,-1,1,-1,1,0,-2,0,-2,1,0,1,-1,1,2,-2,105,35,5,-1,1,15,-1,-1,-1,-3,-1,-3,5,-1,1,-1,-1,1,0,0,0,0,0,-1,1,-1,0,0,1,0,20,10,4,2,4,5,1,1,-1,1,2,0,2,-1,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[81712111],1131520,266240,59904,11264,1536,0,0,0,0,0,39520,11648,1728,128,-96,0,0,0,5632,128,0,-64,0,0,0,-572,20,-36,-4,-12,64,-16,0,-16,-20,20,40,-13312,0,0,0,0,0,0,0,2432,0,0,0,0,0,-256,0,0,0,0,8,0,0,-16,0,1536,0,0,0,0,0,-96,0,0,0,0,0,0,-12,0,0,0,0,0,0,0,0,0,-13520,-1440,-96,-16,16,0,0,580,48,-12,8,4,0,-8,-12,0,-4,-2,0,-6,4,448,0,0,0,0,-8,0,0,0,4,0,-2,16,0,0,4,0,0,140,-20,4,4,-4,-10,-2,-2,2,-2,8,0,0,2,-4,0,0,0,-5632,-768,0,0,0,0,0,-64,48,0,0,0,32,0,0,0,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-8,0,0,-4,-2,0,2,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,0,0,-1220,-208,12,8,-4,0,-86,14,6,2,2,4,2,0,-5,-1,-40,0,0,0,-4,0,0,-4,-4,0,2,-10,2,2,-2,-1,-1,-1,0,0,0,-4,2,0,-1,-1,0,1,-2,2,-2,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,20,0,-4,0,16,2,0,2,4,2,1,8,0,0,2,0,0,4,0,0,1,-2,2,0,-1,1,-1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-4,-2,0,-3,-1,1,0,-2,0,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[817113],612612,132132,24024,1584,-1236,-836,-256,-56,84,84,27027,7293,759,-135,-165,-11,-1,49,3960,228,48,-36,24,4,-16,-18,102,-6,18,6,27,3,3,27,45,-15,-45,-6006,594,54,-26,-30,-6,14,14,1419,-63,-9,-11,3,9,-48,36,0,4,0,-12,0,0,15,-9,924,-84,-16,-8,4,4,-21,21,-1,1,-12,0,-4,6,-14,10,-2,-2,-5,1,4,4,4,-7293,-363,99,29,19,-11,19,267,-27,-21,5,-5,-11,15,3,3,-1,-3,-3,9,-3,309,-41,-11,-1,5,9,7,1,-1,-3,1,3,-1,1,-1,-1,1,1,127,-33,-1,-1,-1,7,3,-1,-5,3,-1,-1,-1,-1,-1,-3,-3,-3,-3366,-246,106,26,10,-6,-6,-90,6,-14,2,-2,9,-3,1,5,9,-3,-9,34,-6,-6,2,2,4,0,0,1,-3,-2,-2,-2,-2,-2,29,-11,1,1,5,1,1,-1,-1,-1,-1,-1,-1,11,-5,3,3,5,1,-1,-1,-1,1,3,-924,-84,56,16,-4,4,-84,6,-4,-2,-4,-9,-3,-1,3,-3,-14,6,-2,2,-2,0,-2,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,0,0,0,0,0,-126,-14,14,6,-6,-6,-21,1,-1,-3,-6,-2,2,0,-4,4,0,0,-1,1,2,2,2,-1,1,-1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[816141],787644,180180,42900,10692,2748,708,180,84,252,756,11583,3861,1287,405,111,21,-9,21,891,351,111,27,3,-9,-9,162,36,6,0,-6,0,0,0,0,0,0,0,-12012,-2376,-452,-72,-12,8,60,168,-99,27,13,3,-3,11,69,9,1,-3,-3,-6,0,-2,0,0,16,56,8,8,16,40,55,5,-1,5,-5,-1,-1,-2,24,12,0,12,-3,3,-3,-12,12,-6006,-1430,-350,-78,-22,-22,-30,-252,-44,-8,0,-4,-4,21,1,1,-3,-3,1,1,0,-82,14,-2,-2,-2,26,2,-2,-2,-1,-1,-1,6,6,-2,0,0,-6,-56,10,0,2,8,13,1,-3,1,1,-2,4,-2,1,-4,-6,0,3,-891,-351,-111,-27,-3,9,9,-162,-36,-6,0,6,0,0,0,0,0,0,0,-69,-9,-1,3,3,6,0,2,0,0,5,1,1,2,3,-21,-1,-1,3,3,-1,-1,0,1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,550,28,-10,-4,-10,-20,-65,-17,-1,-1,-1,-5,1,-1,1,1,-28,-10,-4,-2,-1,-1,-1,-1,2,0,-1,0,-2,0,6,0,-2,0,2,0,0,5,-1,1,-1,-1,1,0,4,0,4,-2,0,450,70,10,6,2,-10,-15,-5,1,3,-3,1,1,0,-10,-2,-2,-2,-1,1,-1,-2,2,0,0,0,0,0,0,0,3,-1,-1,0,1,2,0,-1,0,0,162,36,6,0,-6,0,0,0,0,0,0,0,-6,0,-2,0,0,-2,-3,1,1,0,-1,0,0,0,1,1,0,0,28,10,4,2,-4,1,1,1,1,1,-2,0,-2,1,0,-2,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[81613111],2923830,592410,113386,19446,2814,210,-270,-210,70,-630,57330,12012,1582,168,42,-60,-90,0,3213,-63,-35,33,-3,-15,45,-378,-42,22,6,6,-18,6,-2,6,0,0,0,-28028,-3080,-560,-84,-36,0,40,-140,1078,-56,-14,-12,-18,0,-119,-11,1,-3,9,-2,-2,-2,-2,-2,574,42,-14,6,6,-30,-14,-12,-2,0,1,-3,1,-2,-12,0,0,-12,6,0,-3,6,-6,-18655,-2135,-259,21,9,-15,5,245,7,17,3,-3,15,-7,7,5,3,2,-2,2,2,7,35,-5,-9,-1,13,-1,1,3,1,-1,-2,-11,-3,1,1,3,3,-140,20,-4,-4,4,10,2,2,-2,2,-8,0,0,-2,4,0,0,0,-5103,-567,-63,9,33,25,-15,0,0,0,0,0,0,0,0,0,0,0,0,-63,9,9,1,1,0,0,0,0,0,-3,-3,-3,0,-3,-63,3,-3,-1,0,0,0,0,-3,-1,0,2,-2,-18,6,-2,6,0,0,0,-2,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,56,-4,12,8,0,14,-4,2,0,-1,-1,-1,2,14,6,2,2,2,0,-1,0,0,5,1,1,-1,1,-1,0,3,-1,3,0,-1,0,0,0,-2,2,189,21,-11,-3,-3,9,-3,1,-3,0,0,0,1,1,1,1,1,1,-1,1,-1,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,-6,-2,-2,-2,0,-2,1,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[816122],2148120,407160,67860,8748,1152,720,540,420,168,1512,47385,7371,-351,-405,9,75,81,-21,2673,-567,-243,-27,9,33,-27,-486,-108,-18,0,18,0,0,0,0,0,0,0,-13806,-54,-66,-18,-6,34,6,294,1539,-27,3,-3,3,-11,-117,-9,-9,3,3,18,0,6,0,0,636,-20,8,16,4,36,-15,-5,-7,-5,9,1,5,6,30,6,-6,-6,3,-3,3,0,0,-12870,-660,-30,-12,-38,-20,-30,540,36,24,0,4,-20,-27,3,-3,3,9,-3,-3,0,84,-14,4,2,4,-6,-2,-2,2,3,1,3,6,0,-2,0,0,0,-35,-5,5,3,-3,-5,1,-1,-2,-2,-1,1,-1,-1,1,0,0,0,-4455,-135,21,-27,-15,-15,45,162,36,6,0,-6,0,0,0,0,0,0,0,-21,-9,7,3,3,-6,0,-2,0,0,1,1,-3,-2,3,-15,-5,1,3,-3,1,1,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-705,33,23,-23,-17,-15,51,21,-1,1,-5,6,0,2,-3,-3,5,-5,-3,3,-1,1,3,2,-1,1,-1,10,-2,-2,2,1,1,1,0,0,0,4,-2,0,1,1,0,-1,2,-2,2,2,-2,36,20,8,0,-4,-4,15,5,-1,-3,3,-1,-1,0,10,2,-2,-2,1,-1,1,0,0,6,0,-2,0,0,0,1,3,-1,-1,0,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35,-5,5,3,-3,-5,1,-1,-2,-2,-1,1,-1,-1,1,0,0,0,0,0,0,1,-15,-5,1,3,-3,1,1,0,-1,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[81612112],3403400,600600,80080,880,-3720,-1240,-320,0,-280,-840,100100,17160,220,-656,-108,-40,-20,0,7370,-90,-134,22,-6,-10,10,-148,-6,16,-2,-12,-25,-3,-5,1,-10,0,5,-20020,1100,180,68,28,60,-60,-140,2420,-112,12,8,4,0,-34,26,6,2,-2,-4,2,0,-1,5,1120,-112,-8,24,-16,0,28,8,4,0,-2,2,-2,4,44,12,4,20,-4,0,2,-8,8,-21450,-550,190,90,-10,10,30,450,-70,10,-6,2,10,-15,5,1,-3,-3,-1,1,0,190,-50,-10,-2,-2,10,-2,2,-2,1,1,1,10,-2,2,-2,-2,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8030,-90,146,22,18,-10,-30,-8,-6,-4,-2,0,-5,-3,-1,1,-2,0,1,-34,-14,6,-6,-2,-4,-2,0,-1,1,6,2,6,0,2,-15,5,1,-3,-3,-1,1,0,1,1,1,0,0,-5,9,-1,-3,-2,0,1,3,1,0,-3,-1540,28,56,-16,4,20,-28,10,-4,2,4,-1,1,-1,-1,1,-14,-6,-2,-2,-2,0,-2,1,0,0,0,5,3,1,-1,2,0,-1,1,-1,0,-1,1,-1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,-6,-14,-2,6,5,-3,1,1,2,0,-1,-4,-4,0,-1,-1,-2,-3,-1,1,0,1,-2,0,1,-1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,-1,2,0,-1,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[816114],1272348,191268,11088,-7128,-3420,-564,216,336,-84,756,56133,9801,297,-243,45,81,81,21,5346,486,90,54,18,6,-54,486,108,18,0,-18,0,0,0,0,0,0,0,-6930,594,-222,-138,-42,26,-54,126,891,-189,-33,-9,3,11,90,18,-6,-6,-6,-18,0,-6,0,0,588,-140,-16,8,-12,-4,21,1,-7,5,-6,-2,2,-6,-42,-6,-6,-18,3,3,-6,12,-12,-8217,363,183,27,-25,11,-9,-27,-99,-3,-3,5,-19,36,6,0,-6,-9,3,3,0,195,-41,3,7,3,21,1,-3,1,0,-2,-3,-17,-5,-1,1,1,3,43,-17,3,7,-5,13,1,-3,1,1,-5,-1,3,1,3,3,3,3,-3564,216,132,0,-12,-24,36,-162,-36,-6,0,6,0,0,0,0,0,0,0,48,0,8,0,0,6,0,2,0,0,-4,0,-4,2,0,6,-4,2,0,3,-1,-1,0,-2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-924,84,56,-16,-4,-4,-84,-6,-4,2,-4,-9,3,-1,3,3,14,6,2,2,2,0,2,-1,0,0,0,1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-126,14,14,-6,-6,6,-21,-1,-1,3,-6,2,2,0,4,4,0,0,1,1,-2,2,-2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
s[8152],408408,88088,20020,4972,1216,304,124,-28,-280,-504,3003,1001,583,157,19,49,31,-91,-165,269,55,-23,19,37,-17,276,32,-32,4,28,6,-34,-2,22,-30,-10,60,-6006,-1518,-250,-26,-14,-22,-50,-98,-429,21,23,1,-5,-19,99,21,-1,1,-5,6,-6,2,-6,-6,-180,12,8,0,-12,-28,51,9,-1,-3,3,-3,-1,0,30,6,-6,-6,3,-3,3,0,0,-2002,-682,-190,-38,6,14,-6,-247,-49,-7,7,9,-1,5,-1,5,7,-4,2,8,-4,-76,-8,0,4,-4,11,1,3,1,-1,1,-4,10,2,-2,1,-1,0,-12,-2,0,2,-4,3,1,3,0,4,4,2,0,1,0,3,3,3,187,-83,-41,-23,-13,5,15,-92,-20,-8,-8,-4,-2,-2,-2,-2,-2,-2,16,-29,-11,-1,1,-5,-2,-2,2,-2,-2,3,-3,-1,0,3,7,-3,-1,-3,-2,0,2,-2,1,-1,-2,2,2,10,2,2,-6,-2,2,4,-2,-2,0,0,462,42,14,2,-2,10,-42,0,2,-4,-2,3,3,-1,3,-3,-14,-6,2,2,-2,0,2,1,2,-2,2,7,-3,-1,-3,-2,0,-2,1,-1,2,5,1,1,-1,1,-1,0,0,0,0,0,0,252,28,8,0,4,20,-21,1,-1,-3,3,1,-1,0,-10,-2,2,2,-1,1,-1,0,0,2,-2,-2,-1,1,0,2,3,1,-1,0,-1,0,0,0,0,0,84,14,4,-2,4,-6,2,-2,-2,3,-1,3,-6,0,2,0,0,0,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,14,4,2,0,6,-1,1,-1,2,-2,-2,0,2,1,2,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[81514111],3055104,559104,96512,16896,2304,0,0,0,0,0,31824,2496,1376,192,-144,0,0,0,-3456,576,128,-96,0,0,0,702,114,-58,-6,-18,72,-24,8,-24,0,0,0,-23296,-5632,-768,0,0,0,0,0,-2080,-64,48,0,0,0,128,32,0,0,0,14,2,6,8,8,-768,0,0,0,0,0,48,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,-8216,-1616,-368,-24,24,0,0,-386,-104,-14,12,6,0,-26,-14,-2,-6,-8,4,-8,-8,-176,8,-8,0,0,10,-4,-2,0,-2,2,4,-8,0,0,-2,0,0,-86,14,2,6,-6,4,-4,-4,4,-4,-6,-2,2,0,2,-6,-6,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298,56,38,12,-6,0,-61,11,11,3,3,2,2,2,2,2,14,-4,2,0,-1,-1,-1,2,2,0,-1,23,1,3,-3,-1,1,2,-1,1,-2,0,0,0,0,0,0,0,-4,0,-4,2,0,768,0,0,0,0,0,-48,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,-2,0,0,0,0,0,-2,0,1,0,0,216,6,-4,-6,0,-9,3,-1,3,0,0,0,-4,2,0,-1,-1,0,1,1,1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,-4,-2,0,1,-1,1,-2,2,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
