Unnamed: 0_level_0,[116],[21114],[22112],[23110],[2418],[2516],[2614],[2712],[28],[31113],[3121111],[312219],[312317],[312415],[312513],[312611],[32110],[322118],[322216],[322314],[322412],[3225],[3317],[332115],[332213],[332311],[3414],[342112],[3422],[3511],[41112],[4121110],[412218],[412316],[412414],[412512],[4126],[413119],[41312117],[41312215],[41312313],[41312411],[413216],[41322114],[41322212],[413223],[413313],[41332111],[4134],[4218],[422116],[422214],[422312],[4224],[423115],[42312113],[42312211],[423212],[423221],[4314],[432112],[4322],[433111],[44],[51111],[512119],[512217],[512315],[512413],[512511],[513118],[51312116],[51312214],[51312312],[513124],[513215],[51322113],[51322211],[513312],[513321],[514117],[51412115],[51412213],[51412311],[51413114],[5141312112],[51413122],[51413211],[514213],[51422111],[514231],[5216],[522114],[522212],[5223],[523113],[52312111],[5232],[524112],[524121],[5311],[61110],[612118],[612216],[612314],[612412],[6125],[613117],[61312115],[61312213],[61312311],[613214],[61322112],[613222],[613311],[614116],[61412114],[61412212],[614123],[61413113],[6141312111],[614132],[614212],[614221],[615115],[61512113],[61512211],[61513112],[61513121],[61514111],[6152],[6214],[622112],[6222],[623111],[6241],[7119],[712117],[712215],[712313],[712411],[713116],[71312114],[71312212],[713123],[713213],[71322111],[7133],[714115],[71412113],[71412211],[71413112],[71413121],[714211],[715114],[71512112],[715122],[71513111],[715141],[716113],[71612111],[716131],[7212],[7221],[8118],[812116],[812214],[812312],[8124],[813115],[81312113],[81312211],[813212],[813221],[814114],[81412112],[814122],[81413111],[8142],[815113],[81512111],[815131],[816112],[816121],[817111],[82],[9117],[912115],[912213],[912311],[913114],[91312112],[913122],[913211],[914113],[91412111],[914131],[915112],[915121],[916111],[9171],[10116],[1012114],[1012212],[10123],[1013113],[101312111],[10132],[1014112],[1014121],[1015111],[10161],[11115],[1112113],[1112211],[1113112],[1113121],[1114111],[11151],[12114],[1212112],[12122],[1213111],[12141],[13113],[1312111],[13131],[14112],[14121],[15111],[161]
s[10161],3640,1638,736,334,152,70,32,14,56,637,285,133,61,29,13,5,109,57,25,13,5,1,31,9,7,1,-2,6,-2,10,186,84,42,20,10,4,26,33,21,9,5,1,15,3,3,-1,-3,3,6,12,10,4,2,12,9,1,1,-3,1,6,0,6,-3,0,10,8,6,4,2,0,7,5,3,1,-1,4,2,0,1,-1,6,4,2,0,3,1,-1,0,2,0,-1,5,3,1,-1,2,0,-1,1,-1,0,-41,-13,-5,-1,-1,11,1,-1,1,-1,-2,2,-2,4,5,1,1,5,-1,1,2,-1,3,4,2,0,1,-1,0,-1,2,2,2,2,2,-42,-14,-6,-2,-2,0,-2,0,-2,-3,1,3,4,0,0,-2,0,-2,3,1,-1,0,-1,1,1,1,0,0,-28,-10,-4,-2,4,-1,-1,-1,-1,-1,2,0,2,-1,0,2,0,-1,1,1,0,0,-14,-6,-2,-2,-2,0,-2,1,0,0,0,1,-1,1,0,-5,-3,-1,1,-2,0,1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
s[1015111],20020,8008,2992,1052,332,80,8,-28,-28,3289,1111,373,107,17,-1,-19,319,127,31,-1,-1,-1,67,7,-5,-1,-5,-5,-5,-5,1210,350,110,26,2,-10,-10,49,35,5,-1,-7,31,-1,-1,-1,-5,-1,-5,-28,8,0,-4,-4,17,-1,-3,-1,-1,10,-2,-2,1,4,330,78,22,2,2,-10,-6,6,-2,2,2,9,-3,1,-3,-3,-20,0,0,-4,4,0,0,1,2,-2,2,-10,-2,2,2,-1,1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-84,-14,-4,2,-4,6,-2,2,2,-3,1,-3,6,0,-2,0,0,0,1,1,1,1,1,-1,-1,-1,0,0,-70,-10,-2,2,2,5,-1,1,-1,-1,4,0,0,1,2,0,0,0,-1,-1,0,0,-35,-5,1,-1,1,1,1,1,1,-1,1,0,0,-1,0,-10,-2,2,2,-1,1,-1,0,0,0,-1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
s[1014121],38220,14014,4508,1302,364,110,60,70,140,6006,1540,350,84,22,20,30,252,28,8,0,4,20,-21,1,-1,-3,3,1,-1,0,2618,532,98,20,10,20,50,-28,-14,-4,2,4,-10,-2,2,2,-1,1,-1,-84,-18,-4,6,12,-6,0,2,0,0,-6,4,2,0,-4,980,154,28,2,4,10,-49,-5,-5,-1,7,2,-2,-2,-1,1,-42,-8,-2,0,-3,1,1,0,-4,2,-1,-10,-6,-2,2,-4,0,2,-2,2,0,252,28,8,0,4,20,-21,1,-1,-3,3,1,-1,0,-10,-2,2,2,-1,1,-1,0,0,2,-2,-2,-1,1,0,2,3,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42,0,-2,0,6,6,0,-2,0,0,0,2,0,0,-2,-2,0,1,0,0,0,0,-21,1,-1,-3,3,1,-1,0,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,-2,0,0,0,1,3,1,-1,0,-1,0,0,0,0,0,0,0
s[1014112],43120,15092,4312,868,0,-140,-88,-28,-112,7084,1694,280,-14,-60,-26,-16,469,77,1,-23,-3,-11,28,8,-8,4,10,2,10,10,3080,560,56,-24,-24,0,-40,56,14,-4,-6,0,11,-1,-1,3,2,2,2,-56,4,0,4,-8,4,-2,0,1,1,0,0,0,0,0,1155,147,7,-17,-5,-5,-21,9,-5,1,-5,9,-3,1,3,3,-35,5,1,1,1,-1,1,1,-1,-1,-1,-10,2,2,-2,-1,-1,-1,0,0,0,301,21,1,-7,5,-19,-14,6,-2,2,4,0,4,4,-9,3,3,-1,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56,4,0,4,-8,4,-2,0,1,1,0,0,0,0,0,-1,-1,-1,1,1,0,0,-35,5,1,1,1,-1,1,1,-1,-1,-1,0,0,1,0,-10,2,2,-2,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0
s[10132],21840,7644,2256,588,176,60,-16,-84,-112,3354,714,114,42,26,-6,-46,42,-42,6,18,2,-18,-57,3,15,3,6,12,6,15,1596,264,28,8,-4,-24,-36,-42,-30,-2,2,-10,-24,0,4,-4,3,3,12,-40,-20,-8,-4,-8,-10,-2,-2,2,-2,-4,0,-4,2,0,660,84,16,8,-4,-20,-36,-6,4,2,-4,-3,3,1,3,3,-14,-6,-2,-2,-2,0,-2,1,0,0,0,5,-1,1,3,-1,-1,2,1,-1,0,210,14,6,2,-6,-10,-21,-1,3,-1,0,2,0,3,-4,-4,0,0,-1,-1,2,2,-2,5,-1,1,-1,-1,1,0,2,0,2,-1,0,42,0,2,0,-6,-6,0,2,0,0,0,6,0,-2,0,0,-2,2,2,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,1,3,-1,-1,2,1,-1,0,0,5,-1,1,-1,-1,1,0,2,0,2,-1,0,0,0,0,0,0,0,0
s[101312111],71680,23296,5632,768,0,0,0,0,0,11584,2080,64,-48,0,0,0,448,-128,-32,0,0,0,-122,-14,-2,-6,-8,-8,-8,-20,5632,768,0,0,0,0,0,64,-48,0,0,0,-32,0,0,0,-2,-6,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2320,176,-8,8,0,0,-56,-10,4,2,0,-2,2,-2,-2,-4,-8,8,0,0,4,2,0,-2,0,0,0,10,6,2,-2,4,0,-2,2,-2,0,768,0,0,0,0,0,-48,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,-2,0,0,0,0,0,168,-14,4,-2,0,-15,1,1,1,0,-2,-3,4,-2,0,1,1,0,3,1,-1,0,-1,-2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,4,-2,0,1,1,1,-2,-2,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-2,0,1,1,0,-1,0,0,0,0,0,-2,0,1,0,0,0,0
s[1013113],45760,13728,2464,-256,-384,-160,-32,64,64,8008,1320,-56,-88,-24,8,40,676,36,16,8,12,-4,31,21,7,5,-2,6,-2,10,3696,336,-112,-48,-16,16,16,168,0,8,0,8,6,6,2,-6,-3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1540,28,-56,-16,-4,20,28,10,4,2,-4,1,1,1,1,1,-14,6,-2,2,-2,0,-2,1,0,0,0,-5,3,-1,-1,-2,0,1,1,1,0,524,-36,-16,-8,4,4,-1,9,-1,1,-4,0,-4,2,-6,2,-2,-2,-3,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,120,-20,0,-4,8,0,4,0,-4,-3,1,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,6,-2,2,-2,0,-2,1,0,0,0,1,1,-1,0,-5,3,-1,-1,-2,0,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
s[10123],23100,6930,1320,30,4,90,80,70,140,3795,495,-93,-33,19,15,35,150,-90,-30,-6,-2,30,-39,-9,-3,3,15,9,15,15,1980,210,-16,22,20,10,40,63,-21,-1,-5,-1,0,0,-4,4,9,3,9,56,14,4,-6,0,11,-1,-5,2,2,8,-2,-4,-1,4,825,15,-15,15,9,15,-15,-15,-3,-3,9,0,0,0,6,6,15,5,-1,-3,3,-1,-1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,300,-20,0,8,4,20,-15,-5,-3,-1,3,1,3,3,10,2,-2,-2,1,-1,1,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,1,84,-14,4,2,4,-6,-2,-2,2,3,1,3,6,0,-2,0,0,0,-1,1,-1,-1,1,-1,1,-1,0,0,14,-4,2,0,6,-1,-1,-1,2,2,2,0,-2,-1,2,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,1,-1,1,-1,0,0,0,0
s[1012212],42120,11934,1728,-378,-216,30,0,-90,-120,7371,945,-189,-63,27,-15,-45,567,-63,-9,9,-9,-15,0,0,0,0,0,0,0,0,3618,252,-110,12,18,-20,-30,189,-21,13,3,-3,9,3,1,3,0,0,0,68,10,12,2,4,11,1,3,-1,1,6,0,6,-3,0,1530,-36,-62,12,-6,-20,21,-15,1,-3,-3,-3,-3,1,0,0,8,2,0,2,-1,-1,3,-1,-2,0,1,-10,-6,-2,2,-4,0,2,-2,2,0,567,-63,-9,9,-9,-15,0,0,0,0,0,0,0,0,9,3,1,3,0,0,0,-1,1,-3,-3,1,0,0,-1,2,0,0,0,0,0,162,-36,6,0,-6,0,0,0,0,0,0,0,6,0,2,0,0,-2,-3,-1,1,0,1,0,0,0,1,-1,28,-10,4,-2,-4,1,-1,1,1,-1,2,0,2,-1,0,-2,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,-1,1,0,0,0,0,0,0,0,0,1,-1,0,0
s[1012114],24024,6006,264,-594,-216,54,56,14,56,4719,561,-141,-27,39,9,11,669,57,21,9,-3,9,102,12,-6,0,-6,-6,-6,-6,2046,-36,-162,-12,14,-4,14,183,-15,3,-3,-1,21,-3,-3,-3,-6,0,-6,-20,-30,-4,-6,-4,-5,-3,-1,1,-3,-6,0,-6,3,0,924,-84,-56,16,4,4,84,6,4,-2,4,9,-3,1,-3,-3,-14,-6,-2,-2,-2,0,-2,1,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,-1,351,-69,-9,11,-1,11,36,6,0,2,0,0,0,0,-9,-1,-1,-1,0,2,0,3,-1,1,1,1,1,1,1,1,2,2,2,2,2,105,-35,5,1,1,15,1,-1,1,-3,1,-3,-5,-1,-1,1,-1,1,0,0,0,0,0,1,1,1,0,0,20,-10,4,-2,4,5,-1,1,-1,-1,-2,0,-2,1,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
s[10116],5005,1001,-143,-187,-11,65,25,-35,-35,1144,110,-44,2,16,-10,-20,253,29,1,-7,-11,5,64,2,-8,2,10,2,10,10,407,-77,-61,7,15,-5,-5,56,-14,-4,-2,0,11,-5,-1,7,2,4,2,-35,-23,1,5,5,-8,-2,4,1,1,-9,3,3,0,-3,220,-34,-8,18,4,-10,49,5,1,-3,1,13,-1,1,4,2,-8,-2,4,2,1,1,1,1,0,2,-3,10,6,2,-2,4,0,-2,2,-2,0,83,-29,-1,7,-5,-5,20,-2,-4,-2,2,-2,2,2,-11,-3,1,1,-2,0,-2,-1,-1,3,1,-1,0,-2,-1,-2,-2,-2,-2,-2,-2,28,-14,4,2,-4,10,-2,-2,2,1,1,1,-6,0,2,0,0,0,3,1,-1,0,-1,-1,-1,-1,0,0,7,-5,3,-1,-1,4,-2,0,1,1,-3,1,1,0,-1,2,0,-1,-1,-1,0,1,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
s[9171],3432,1430,616,270,120,54,24,14,-56,429,209,97,45,21,9,9,99,41,19,9,3,9,12,8,4,0,6,2,-2,0,22,36,22,12,6,4,-26,43,15,7,3,3,1,3,1,3,4,0,-2,36,10,4,2,-12,-3,1,1,3,1,-6,0,-6,3,0,-88,-20,-4,0,0,4,14,4,2,0,6,-1,1,-1,2,-2,22,6,2,2,-2,0,2,1,-4,0,2,17,5,1,5,-1,-1,-1,-3,1,-3,-81,-27,-9,-3,-1,-11,0,0,0,0,0,0,0,0,9,3,1,-5,0,0,0,-1,-3,9,3,1,0,0,-1,-1,6,2,-2,0,-2,-47,-19,-7,-3,1,-5,-1,-1,3,1,-1,-2,1,1,1,1,1,1,3,1,3,0,1,3,1,0,2,2,-20,-10,-4,-2,-4,-5,-1,-1,1,-1,-2,0,-2,1,0,0,0,0,1,-1,1,0,-6,-4,-2,0,-3,-1,1,0,-2,0,1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[916111],24960,8944,3136,1056,320,80,0,0,0,2652,958,328,90,20,-10,0,342,118,22,6,-10,-10,48,-2,4,-6,-12,4,4,0,320,160,64,16,0,0,0,104,34,4,-2,0,14,-2,-2,-2,-4,-2,-4,64,16,0,0,0,4,-2,0,-2,-2,0,0,0,0,0,-285,-51,-9,1,-5,5,27,3,3,-5,-5,-3,3,-3,3,3,35,5,-1,1,-1,-1,-1,-1,-1,1,-1,20,4,-4,-4,2,-2,2,0,0,0,-288,-64,-16,0,0,0,6,-4,2,0,-6,2,2,0,16,0,0,0,-2,0,-2,0,0,7,1,-1,1,1,1,2,0,0,0,0,0,-163,-37,-7,-1,5,-1,-1,-1,-1,-1,-1,-1,5,-1,1,-1,-1,1,2,-2,-2,-1,0,-1,-1,-1,-2,-2,-64,-16,0,0,0,-4,2,0,2,2,0,0,0,0,0,1,-1,1,0,0,-1,0,-15,-5,1,3,-3,1,1,0,-1,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
s[915121],65520,20748,6072,1692,448,140,72,28,-112,6084,1506,384,78,28,26,24,189,75,-3,3,13,11,45,-15,-3,9,-18,-6,6,0,1320,240,56,8,8,0,-40,-48,6,-4,2,8,15,-3,-1,5,-3,-3,6,-56,-4,0,-4,-8,4,2,0,1,-1,0,0,0,0,0,-45,-27,-13,-3,3,5,-21,-9,-1,3,3,-6,0,2,0,0,-15,-5,1,3,-3,1,1,0,-1,1,-1,-10,-2,2,2,-1,1,-1,0,0,0,-261,-35,-13,-3,-5,-19,15,-5,-1,3,-6,-2,2,0,5,-1,-3,-1,-1,-1,2,-1,1,-6,0,2,0,0,0,-1,-6,-2,2,0,2,-168,-14,-4,-2,0,15,1,-1,1,0,-2,3,4,2,0,1,-1,0,-3,1,1,0,-1,-2,0,1,0,0,-56,-4,0,-4,-8,4,2,0,1,-1,0,0,0,0,0,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,-2,-2,1,-1,1,0,0,0,1,4,2,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
s[915112],71500,21450,5500,1050,-20,-150,-100,-70,140,7150,1650,310,-30,-50,-30,-10,400,120,-20,-12,-8,0,85,-15,1,-3,-5,3,-5,-5,1650,300,50,-20,-14,-20,50,30,30,-10,-2,-2,30,-6,2,-2,3,3,3,-20,10,-4,-6,12,10,-2,2,4,4,2,-4,2,2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-300,-20,0,8,-4,20,15,-5,3,-1,-3,1,-3,-3,10,-2,-2,2,1,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-215,-5,5,7,1,10,-2,2,-2,1,1,1,5,-1,1,2,2,1,0,0,0,0,0,1,1,1,2,2,-90,0,6,0,6,0,0,0,0,0,0,-2,0,0,-2,0,0,0,0,0,1,0,-20,0,4,0,-2,0,-2,-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
s[914131],69888,20384,5248,1344,384,96,0,0,0,5928,980,208,84,24,-12,0,-252,-28,28,12,-12,-12,-6,26,10,-6,24,8,-8,0,1792,128,0,0,0,0,0,-224,-40,0,0,0,-8,8,0,0,10,2,-8,-128,-32,0,0,0,-8,4,0,4,4,0,0,0,0,0,418,14,-2,-6,-6,6,-62,-10,-2,-6,-6,-2,2,-2,4,-4,-28,-12,0,0,-4,0,0,2,2,-2,2,-2,-6,-2,-6,-2,0,-2,2,-2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42,0,-2,0,6,6,0,-2,0,0,0,-6,0,2,0,0,2,-2,-2,0,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,-1,1,3,-3,-1,1,0,1,-1,1,1,-1,0,0,16,0,0,0,-2,0,-2,0,0,1,0,5,1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
s[91412111],180180,48048,9768,1332,28,-40,48,28,-28,16731,2211,111,-57,-29,11,-9,-189,-75,-33,-15,-5,-19,-18,-12,-6,0,-9,-3,3,0,5610,450,14,-10,18,10,-10,-267,-15,-7,5,-3,3,-3,-1,-7,-6,0,3,-140,0,8,4,-4,-5,3,-1,-5,-3,-6,2,-2,-3,4,1320,48,8,-8,8,0,-84,6,-4,-2,-4,6,0,2,-3,3,-20,0,4,0,-2,0,-2,-2,0,0,0,10,-2,-2,2,1,1,1,0,0,0,9,7,5,3,1,-1,6,4,2,0,3,1,-1,0,5,3,1,-1,2,0,-1,1,-1,4,2,0,1,-1,0,-1,3,1,-1,0,-1,-168,14,-4,2,0,15,-1,-1,-1,0,2,3,-4,2,0,-1,-1,0,-3,-1,1,0,1,2,0,-1,0,0,-70,10,-2,-2,2,5,1,1,-1,1,-4,0,0,-1,2,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-2,-2,2,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,-3,-1,1,0,1,0,0,0,0,0,0,0
s[914113],105600,25520,3520,-480,-576,-240,0,0,0,11220,1430,-8,-102,-36,30,0,450,110,10,6,18,30,66,14,10,6,24,8,-8,0,3520,160,-64,-48,0,0,0,-8,34,-4,6,0,10,-2,2,6,10,-2,-8,-64,16,0,0,0,-4,-2,0,2,-2,0,0,0,0,0,825,-15,-15,-15,9,-15,-15,15,-3,3,9,0,0,0,6,-6,-15,5,1,-3,-3,-1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-121,19,-1,3,-9,-1,-5,-1,3,2,-2,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-2,-2,-64,16,0,0,0,-4,-2,0,2,-2,0,0,0,0,0,1,1,1,0,0,-1,0,-15,5,1,-3,-3,-1,1,0,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
s[913211],112112,28028,4928,588,112,-36,-128,-84,112,10010,770,-70,42,10,-30,10,-490,-154,26,18,-2,30,-91,11,5,3,2,-4,2,5,4004,168,-28,-8,-28,-24,36,-238,-42,2,-2,2,-16,0,-4,4,-1,-3,-4,-56,-20,-8,-4,8,-2,-2,-2,-2,-2,4,0,4,-2,0,1232,28,28,8,-8,4,-70,10,10,2,10,5,1,1,-1,1,14,-2,2,2,2,-2,2,-1,4,0,-2,27,3,3,3,0,0,0,-1,3,-3,210,-14,6,-2,-6,10,-21,1,3,1,0,-2,0,3,4,-4,0,0,1,-1,-2,2,2,5,1,1,-1,1,-1,0,-2,0,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-4,2,0,-1,-1,-1,2,2,0,-1,-1,1,0,0,9,-3,1,-3,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,-2,0,-2,1,0,0,0,0,0,0,0,0
s[913122],114660,26754,3696,126,140,170,120,70,-140,10647,483,-273,-21,23,35,15,-378,-210,-30,-6,14,-10,-63,-3,-3,9,9,-3,-3,0,4620,210,0,22,4,10,-40,-105,-21,-9,-5,7,12,0,0,4,3,3,3,56,14,-12,-6,0,11,-1,3,2,2,0,-2,4,3,-4,1365,-21,21,11,5,-5,-63,3,-3,-1,-7,12,0,0,-3,-3,35,5,-5,-3,5,-1,1,2,1,-1,1,20,4,-4,-4,2,-2,2,0,0,0,252,-28,8,0,4,-20,-21,-1,-1,3,3,-1,-1,0,10,-2,-2,2,1,1,1,0,0,2,2,-2,-1,-1,0,2,-3,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,4,-2,0,-6,1,1,1,-2,-2,-2,0,2,1,-2,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,2,0,-1,-1,0,1,-3,1,1,0,-1,0,0,0,0,0,0,0
s[91312112],194040,42042,3696,-1134,-392,-70,-48,-14,56,20097,1155,-399,-21,1,-13,-15,189,-105,33,3,-11,-1,-63,3,-3,-9,-18,-6,6,0,7854,84,-98,20,-2,4,14,-21,21,19,5,-5,-3,3,1,-1,-3,3,6,28,30,4,6,-4,1,3,1,1,3,-6,0,-6,3,0,2310,-168,-14,-4,-2,0,-63,15,1,-1,1,-6,0,-2,-3,3,14,4,2,0,-1,1,-1,2,-2,0,1,5,-3,1,1,2,0,-1,-1,-1,0,441,-77,5,-9,1,11,-21,1,-1,-3,-6,-2,2,0,5,-5,1,-1,-1,1,2,-3,-1,-4,-2,0,-1,1,0,1,-6,-2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28,10,-4,2,4,-1,1,-1,-1,1,-2,0,-2,1,0,2,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-3,1,1,2,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0
s[913114],85800,15730,-440,-1350,-328,50,120,90,-120,10725,715,-167,15,29,35,-15,855,127,43,3,-1,-25,57,7,1,-9,-12,4,4,0,3410,-300,-174,-20,2,20,-30,113,15,-3,-5,-7,-7,-3,-3,1,-1,-3,-4,-76,-10,-12,-2,4,-7,-1,-3,-1,-1,6,0,6,-3,0,1100,-160,-20,0,12,0,50,20,-2,0,-6,-10,2,-2,2,2,-20,0,-4,0,-2,0,2,-2,4,0,-2,0,0,0,0,0,0,0,0,0,0,225,-55,5,-3,9,-15,15,5,-1,-3,-6,2,2,0,-5,-1,-1,3,1,-1,-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-20,10,-4,2,-4,-5,1,-1,1,1,2,0,2,-1,0,0,0,0,-1,-1,1,0,-6,4,-2,0,-3,1,1,0,2,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0
s[912311],80640,15456,384,-576,128,160,0,0,0,8568,12,-336,12,8,-20,0,108,-132,-12,-12,-4,-20,18,12,6,0,36,12,-12,0,3840,0,0,64,0,0,0,96,0,0,-8,0,24,0,0,-8,6,0,-12,128,32,0,0,0,8,-4,0,-4,-4,0,0,0,0,0,1110,-174,-6,14,-2,10,-42,-18,-6,2,-2,3,3,3,3,-3,20,0,0,4,-4,0,0,-1,-2,2,-2,-20,-4,4,4,-2,2,-2,0,0,0,288,-64,16,0,0,0,-6,-4,-2,0,6,2,-2,0,16,0,0,0,-2,0,-2,0,0,-7,1,1,-1,1,1,-2,0,0,0,0,0,42,-14,6,-2,2,0,-2,0,-2,3,1,-3,4,0,0,-2,0,2,-3,1,1,0,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,1,1,-1,0,0,0,0,0,1,-1,1,0,0,0,0
